order_id,product_id,quantity,unit_price,total_price
7617232490,336109,1,809.18,1618.36
7617232490,123988,1,290.68,290.68
1276965544,952157,1,953.8,2861.3999999999996
1276965544,811951,1,581.75,581.75
4516640761,274116,2,122.94,122.94
4516640761,811951,3,581.75,1163.5
4516640761,78228,2,992.53,2977.59
4516640761,713026,1,860.08,2580.2400000000002
4516640761,722166,1,719.24,2157.7200000000003
6511387030,571385,3,569.92,1709.7599999999998
6511387030,65579,2,346.73,693.46
6511387030,488304,2,249.74,249.74
6511387030,201550,2,29.85,29.85
2181170344,49731,1,889.53,889.53
2181170344,744975,2,682.39,1364.78
2181170344,483424,1,605.31,1815.9299999999998
4053593539,571385,3,569.92,569.92
4053593539,983638,3,466.18,932.36
4053593539,811951,2,581.75,1163.5
4053593539,785189,1,443.94,1331.82
4053593539,175326,2,89.36,89.36
4053593539,585821,3,851.72,2555.16
4053593539,636691,3,543.71,543.71
5550783056,585821,3,851.72,1703.44
5550783056,941480,3,409.21,1227.6299999999999
5550783056,124129,3,185.39,185.39
5550783056,683482,3,439.16,1317.48
5550783056,317298,1,858.57,2575.71
5550783056,665753,1,447.07,447.07
5550783056,59935,1,762.51,1525.02
5550783056,874727,1,147.13,294.26
8253247187,630598,1,386.99,1160.97
9471369897,854898,3,831.75,1663.5
9471369897,336109,3,809.18,2427.54
9471369897,166357,3,737.65,2212.95
9471369897,517688,2,915.2,915.2
9471369897,393408,3,409.72,409.72
9471369897,407012,2,813.76,813.76
1805960522,901230,2,282.54,847.6200000000001
1805960522,324022,1,922.44,922.44
9784099099,932470,2,264.31,792.9300000000001
9784099099,572853,2,267.58,802.74
9784099099,589574,2,243.76,731.28
9784099099,601722,2,21.32,63.96
9784099099,700892,3,33.93,101.78999999999999
9784099099,792573,1,408.99,408.99
9784099099,312434,3,955.16,955.16
2462223713,693360,2,927.24,1854.48
2462223713,842190,1,164.99,164.99
2462223713,367746,3,139.75,139.75
2462223713,700892,1,33.93,67.86
9552378210,314268,1,885.68,1771.36
9552378210,38911,1,855.35,1710.7
9552378210,254285,2,296.29,592.58
4235469622,138701,3,813.4,2440.2
4235469622,522793,3,568.28,1704.84
4235469622,785189,1,443.94,1331.82
4235469622,124129,2,185.39,370.78
4235469622,330274,1,705.02,1410.04
4047652846,305854,2,801.12,2403.36
4047652846,580208,2,183.29,366.58
4047652846,785189,1,443.94,887.88
4047652846,874862,3,986.68,986.68
4047652846,926526,3,277.27,554.54
4047652846,182481,3,400.67,1202.01
4047652846,450332,3,802.36,2407.08
7072837767,744975,1,682.39,682.39
7072837767,135471,2,799.43,799.43
7072837767,78228,3,992.53,2977.59
7072837767,886316,1,652.23,652.23
7072837767,10203,3,351.04,1053.1200000000001
7723842506,964645,1,456.67,1370.01
7723842506,243798,1,495.2,990.4
7723842506,775868,1,109.79,329.37
9407510150,941480,3,409.21,818.42
9407510150,376452,2,718.73,718.73
9407510150,693360,3,927.24,927.24
9407510150,836973,1,734.63,2203.89
9407510150,352014,3,332.6,332.6
9407510150,512780,1,287.05,574.1
9407510150,206985,3,615.25,615.25
9691358310,270538,2,176.39,176.39
9691358310,715324,2,641.34,641.34
9691358310,557260,3,350.39,700.78
9691358310,155719,2,428.7,428.7
9691358310,597126,1,792.59,792.59
5632463145,86738,1,532.47,1597.41
5632463145,357493,1,288.98,577.96
5632463145,320860,1,758.19,1516.38
5609812355,227250,1,973.53,1947.06
5609812355,693360,2,927.24,927.24
5609812355,159869,2,564.18,564.18
5609812355,896771,3,675.72,1351.44
5609812355,435978,1,878.85,1757.7
5512617090,520636,2,870.26,870.26
5512617090,607426,1,306.67,306.67
5512617090,824401,3,480.59,961.18
5512617090,981939,1,244.0,488.0
5512617090,886316,2,652.23,1956.69
5512617090,266697,2,54.03,162.09
5512617090,314268,3,885.68,2657.04
1135946844,499558,3,342.63,685.26
1135946844,878736,1,897.0,897.0
1135946844,964645,3,456.67,456.67
1135946844,60906,2,417.75,417.75
1135946844,749250,2,888.22,888.22
1135946844,854898,3,831.75,2495.25
1135946844,814101,1,691.18,691.18
1135946844,843034,1,579.72,579.72
3490318709,913078,3,943.65,2830.95
3490318709,636971,2,548.02,1644.06
4240075397,776786,1,144.34,288.68
1165968701,914173,2,33.84,67.68
1165968701,138077,3,583.54,1167.08
7371412416,330890,2,984.22,984.22
7371412416,293053,1,473.97,947.94
9123807667,607426,3,306.67,920.01
9123807667,480116,1,112.86,112.86
1896814539,722166,3,719.24,1438.48
5944542618,653248,2,527.16,527.16
5944542618,597126,3,792.59,792.59
5944542618,602858,1,809.79,2429.37
5944542618,874727,3,147.13,147.13
5944542618,277760,1,92.96,185.92
5944542618,60906,3,417.75,417.75
5944542618,619322,1,948.26,948.26
7850220688,490721,3,889.42,1778.84
7850220688,982278,1,671.22,2013.66
7850220688,534922,1,280.32,560.64
7850220688,201550,2,29.85,89.55000000000001
7850220688,402306,2,199.87,199.87
7850220688,341021,2,76.19,76.19
7850220688,483424,3,605.31,1815.9299999999998
2082445000,628414,1,107.52,107.52
2082445000,327387,1,37.79,113.37
2082445000,633086,1,865.4,1730.8
2082445000,874862,1,986.68,1973.36
2082445000,836973,1,734.63,734.63
2082445000,861686,3,384.77,384.77
9872882754,135471,1,799.43,2398.29
9872882754,393408,3,409.72,819.44
9872882754,571385,3,569.92,569.92
9872882754,914173,2,33.84,33.84
9872882754,587007,2,119.33,119.33
9872882754,932470,2,264.31,528.62
745905638,814101,3,691.18,1382.36
745905638,159869,3,564.18,564.18
745905638,914173,1,33.84,33.84
6961931889,901230,1,282.54,847.6200000000001
6961931889,450332,1,802.36,802.36
6961931889,243798,3,495.2,1485.6
6961931889,357493,1,288.98,288.98
9327078167,861686,1,384.77,384.77
9327078167,78228,3,992.53,1985.06
9327078167,774587,1,101.29,202.58
9327078167,367746,3,139.75,419.25
1523418247,357137,1,476.34,476.34
1523418247,709819,1,502.09,1506.27
1523418247,341021,1,76.19,228.57
1523418247,124129,3,185.39,370.78
9738626576,305854,2,801.12,2403.36
9738626576,874727,3,147.13,441.39
9738626576,475329,2,135.77,135.77
9738626576,775868,1,109.79,109.79
9738626576,597126,2,792.59,2377.77
9738626576,836973,2,734.63,1469.26
9738626576,367746,2,139.75,139.75
5398212395,811951,1,581.75,1745.25
5398212395,25710,2,446.09,1338.27
5398212395,123988,2,290.68,581.36
5398212395,357137,3,476.34,952.68
5398212395,874862,1,986.68,986.68
7615247922,830761,1,680.05,2040.1499999999999
7615247922,320860,2,758.19,758.19
7615247922,330890,2,984.22,1968.44
7615247922,985029,1,272.33,544.66
7615247922,25710,1,446.09,892.18
7615247922,578395,3,343.72,687.44
7615247922,999606,1,422.97,422.97
7615247922,385835,1,809.8,2429.3999999999996
2713503655,861686,1,384.77,1154.31
2713503655,749250,3,888.22,1776.44
2713503655,693360,3,927.24,2781.7200000000003
2713503655,569492,1,556.96,556.96
2713503655,628338,3,144.41,288.82
2713503655,982278,2,671.22,2013.66
2713503655,597126,2,792.59,792.59
1097883787,305854,3,801.12,2403.36
1097883787,29286,1,566.13,1132.26
1097883787,872149,2,22.6,67.80000000000001
1097883787,251750,1,231.85,231.85
1097883787,324022,2,922.44,1844.88
4112138992,548246,3,105.85,317.54999999999995
4112138992,49731,2,889.53,1779.06
4112138992,775868,3,109.79,329.37
4112138992,792573,2,408.99,1226.97
4112138992,261365,1,241.51,241.51
4112138992,954719,1,371.12,742.24
4112138992,965588,3,689.04,2067.12
4112138992,490721,1,889.42,2668.2599999999998
447958473,279942,2,890.62,2671.86
447958473,941480,1,409.21,1227.6299999999999
447958473,619029,1,605.5,1211.0
4175462915,4104,2,706.33,2118.9900000000002
4175462915,327387,2,37.79,37.79
4175462915,793118,1,726.12,2178.36
4175462915,668018,3,587.18,1761.54
4175462915,940108,3,495.66,991.32
570864840,417688,1,768.7,1537.4
570864840,201434,3,389.41,1168.23
570864840,518842,3,456.47,912.94
570864840,653248,2,527.16,1054.32
570864840,446599,2,39.18,39.18
3417233457,587007,1,119.33,357.99
3417233457,659309,1,917.04,2751.12
3417233457,927846,2,342.03,342.03
3417233457,616389,1,575.71,575.71
3417233457,513638,1,590.8,1772.3999999999999
3417233457,536226,2,129.61,259.22
3417233457,785189,2,443.94,887.88
3417233457,728059,1,88.44,176.88
7606407623,138701,2,813.4,1626.8
1820626922,39812,1,687.03,687.03
1820626922,326719,2,428.87,428.87
1820626922,254285,3,296.29,592.58
1820626922,320860,3,758.19,1516.38
1820626922,630598,2,386.99,1160.97
1820626922,785189,3,443.94,443.94
1820626922,244478,2,987.25,987.25
2207921264,636971,2,548.02,548.02
2207921264,927846,1,342.03,684.06
2207921264,981939,2,244.0,244.0
2207921264,138077,1,583.54,583.54
2207921264,843034,2,579.72,1739.16
2207921264,490721,3,889.42,889.42
3592351289,86738,2,532.47,532.47
3592351289,812713,2,817.61,1635.22
3592351289,522793,2,568.28,568.28
3592351289,653248,3,527.16,1581.48
3592351289,972540,2,733.9,1467.8
3592351289,521107,3,441.13,882.26
3592351289,709819,3,502.09,502.09
3592351289,713026,1,860.08,2580.2400000000002
641900260,842190,1,164.99,494.97
641900260,469199,3,650.95,1952.8500000000001
641900260,499558,1,342.63,342.63
641900260,460420,3,415.46,415.46
641900260,276387,3,531.72,1063.44
641900260,932470,3,264.31,792.9300000000001
641900260,520636,3,870.26,2610.7799999999997
641900260,616389,3,575.71,1151.42
5419088751,138077,3,583.54,1750.62
5419088751,587007,2,119.33,119.33
5419088751,940108,3,495.66,1486.98
5419088751,166357,1,737.65,2212.95
5419088751,251927,2,369.95,739.9
5419088751,270538,2,176.39,176.39
1518594702,320860,3,758.19,2274.57
1518594702,314268,2,885.68,2657.04
1518594702,952157,2,953.8,1907.6
2783792053,687682,2,497.09,994.18
2783792053,60906,1,417.75,835.5
2783792053,112419,2,770.76,770.76
2783792053,49731,2,889.53,1779.06
2783792053,93118,1,412.44,1237.32
2783792053,317298,1,858.57,1717.14
4925575033,93118,1,412.44,1237.32
4925575033,313027,2,612.56,1225.12
6575138807,421236,2,496.54,993.08
6575138807,913328,2,443.17,443.17
6575138807,320860,1,758.19,2274.57
6575138807,776786,2,144.34,433.02
6575138807,59398,3,912.25,2736.75
6575138807,402306,1,199.87,599.61
6575138807,842190,1,164.99,494.97
6575138807,744975,1,682.39,1364.78
4952229084,775868,1,109.79,329.37
4952229084,693701,1,698.36,698.36
4952229084,376452,2,718.73,718.73
437600598,421236,1,496.54,496.54
437600598,914173,1,33.84,33.84
437600598,201550,2,29.85,89.55000000000001
437600598,587007,2,119.33,119.33
437600598,824401,1,480.59,1441.77
4707698745,776786,3,144.34,144.34
4707698745,569492,1,556.96,1113.92
4707698745,60906,2,417.75,1253.25
4707698745,940108,2,495.66,991.32
1301505930,367746,3,139.75,279.5
5104032854,38911,3,855.35,2566.05
5104032854,683482,1,439.16,439.16
5104032854,254079,1,96.97,96.97
1553903197,619322,2,948.26,1896.52
1553903197,872149,2,22.6,67.80000000000001
1553903197,852711,2,442.03,1326.09
1553903197,121113,1,355.5,355.5
1553903197,451996,3,192.4,192.4
6067180060,254285,1,296.29,592.58
6726948264,39812,2,687.03,2061.09
6726948264,880073,3,777.77,2333.31
6368796957,521107,1,441.13,1323.3899999999999
6368796957,358455,2,723.74,723.74
6368796957,886316,3,652.23,652.23
3267646051,636691,2,543.71,543.71
3267646051,536619,3,32.1,96.30000000000001
3267646051,896771,2,675.72,2027.16
3267646051,557260,3,350.39,700.78
3267646051,166357,3,737.65,737.65
71353233,59935,3,762.51,1525.02
71353233,846682,2,611.22,611.22
71353233,861686,3,384.77,1154.31
71353233,932470,3,264.31,528.62
71353233,49731,3,889.53,2668.59
71353233,123988,2,290.68,290.68
71353233,175326,3,89.36,268.08
71353233,206296,3,635.27,635.27
1026950968,155719,1,428.7,428.7
1026950968,358455,2,723.74,723.74
1026950968,846682,3,611.22,1833.66
1026950968,670036,3,606.48,1819.44
1026950968,301044,2,760.02,2280.06
1026950968,293970,3,568.33,1136.66
4001539738,811951,2,581.75,1745.25
4001539738,175326,3,89.36,178.72
4001539738,728059,2,88.44,265.32
4001539738,602858,3,809.79,809.79
4001539738,341021,3,76.19,76.19
4001539738,385835,2,809.8,1619.6
4001539738,336109,1,809.18,2427.54
1219123415,517688,1,915.2,915.2
1219123415,483424,2,605.31,1210.62
1219123415,792573,3,408.99,1226.97
1219123415,357137,2,476.34,476.34
845198818,512780,1,287.05,287.05
845198818,869164,3,477.36,477.36
845198818,776786,3,144.34,288.68
845198818,417688,3,768.7,2306.1000000000004
5663322312,811951,3,581.75,581.75
5663322312,932470,3,264.31,264.31
5663322312,622371,2,389.62,1168.8600000000001
5157790449,880073,1,777.77,1555.54
5157790449,722166,3,719.24,2157.7200000000003
5157790449,913078,2,943.65,943.65
5157790449,357493,3,288.98,577.96
5157790449,421236,2,496.54,496.54
5157790449,974508,2,884.58,1769.16
1153387229,206985,2,615.25,615.25
1153387229,65579,3,346.73,693.46
435387759,921056,2,662.93,662.93
435387759,155719,1,428.7,1286.1
6140700888,93628,2,683.35,683.35
6140700888,713026,3,860.08,860.08
6140700888,884012,3,563.31,1126.62
6140700888,293053,1,473.97,947.94
6140700888,636691,3,543.71,543.71
6140700888,670036,1,606.48,1819.44
7219459629,728059,1,88.44,265.32
5365909345,517688,2,915.2,915.2
5365909345,587007,3,119.33,238.66
5365909345,728059,2,88.44,176.88
5365909345,46310,2,558.24,1116.48
5365909345,115894,1,840.82,840.82
2035482537,451996,3,192.4,577.2
2035482537,521107,3,441.13,1323.3899999999999
2035482537,85285,1,669.58,1339.16
2035482537,715324,3,641.34,1282.68
2035482537,261365,3,241.51,724.53
2035482537,201550,2,29.85,59.7
2035482537,341021,1,76.19,228.57
5501115321,761592,3,230.69,692.0699999999999
8584031989,548246,1,105.85,317.54999999999995
6942195530,341021,2,76.19,152.38
6942195530,744975,2,682.39,2047.17
6942195530,93628,2,683.35,683.35
1229717658,715324,2,641.34,1282.68
1229717658,605552,2,211.75,211.75
1229717658,872566,3,902.33,1804.66
1229717658,172338,3,967.68,1935.36
1229717658,965588,2,689.04,689.04
1229717658,336109,1,809.18,809.18
1229717658,722166,2,719.24,1438.48
1229717658,138077,2,583.54,1750.62
2454526825,407012,2,813.76,1627.52
2454526825,254285,3,296.29,888.8700000000001
2454526825,571385,1,569.92,1709.7599999999998
2454526825,589574,3,243.76,731.28
2454526825,78228,3,992.53,1985.06
2454526825,330274,2,705.02,705.02
2454526825,330890,2,984.22,984.22
2454526825,852711,3,442.03,442.03
1038289745,148434,2,132.28,396.84000000000003
1038289745,793118,3,726.12,2178.36
1038289745,155719,3,428.7,857.4
9894509061,761592,3,230.69,692.0699999999999
9894509061,804618,3,875.22,875.22
7862264964,793118,2,726.12,2178.36
7862264964,312434,1,955.16,2865.48
7862264964,622371,1,389.62,389.62
7862264964,601722,2,21.32,21.32
7862264964,78511,2,843.43,843.43
5208676589,407012,2,813.76,813.76
5208676589,628414,3,107.52,107.52
2372792805,636971,2,548.02,548.02
2372792805,728347,3,974.81,2924.43
2372792805,665753,1,447.07,1341.21
2372792805,580208,1,183.29,366.58
2372792805,182034,2,814.92,814.92
2372792805,148434,1,132.28,264.56
2372792805,336109,3,809.18,809.18
8044547460,305945,3,125.3,375.9
8044547460,167886,1,897.69,897.69
8044547460,330890,3,984.22,1968.44
8044547460,534922,3,280.32,280.32
8044547460,665753,2,447.07,447.07
8044547460,940108,2,495.66,991.32
8044547460,744975,2,682.39,682.39
127953348,572853,2,267.58,535.16
127953348,616389,2,575.71,1727.13
127953348,421236,3,496.54,496.54
127953348,622371,3,389.62,1168.8600000000001
5411595707,183541,1,361.08,361.08
5411595707,417688,3,768.7,768.7
8195236385,148434,3,132.28,264.56
51767168,578395,2,343.72,343.72
3356039880,874862,2,986.68,2960.04
3356039880,206985,3,615.25,615.25
3356039880,301044,3,760.02,2280.06
3356039880,293970,2,568.33,1136.66
3356039880,775868,2,109.79,219.58
3356039880,774587,2,101.29,303.87
820517276,981939,1,244.0,244.0
820517276,536619,3,32.1,96.30000000000001
820517276,843766,3,38.63,77.26
820517276,277760,3,92.96,185.92
820517276,93118,2,412.44,824.88
820517276,407012,1,813.76,2441.2799999999997
820517276,693701,1,698.36,1396.72
3354870757,536619,2,32.1,96.30000000000001
3354870757,201434,2,389.41,778.82
3354870757,792573,2,408.99,1226.97
3354870757,167886,1,897.69,1795.38
3354870757,404162,3,673.01,2019.03
7879608372,843034,3,579.72,1159.44
7879608372,357137,1,476.34,476.34
7457856964,878736,1,897.0,2691.0
7457856964,84626,1,177.21,531.63
7457856964,954719,2,371.12,371.12
7457856964,792573,2,408.99,817.98
7457856964,880073,2,777.77,777.77
7457856964,435978,1,878.85,2636.55
7457856964,183541,1,361.08,722.16
4574110283,869164,1,477.36,954.72
4574110283,148434,2,132.28,132.28
4574110283,636691,1,543.71,1087.42
4574110283,536226,3,129.61,388.83000000000004
4574110283,172338,3,967.68,967.68
4574110283,619322,2,948.26,2844.7799999999997
4574110283,744975,3,682.39,682.39
9708127307,251750,2,231.85,463.7
9708127307,941480,3,409.21,409.21
9708127307,744975,3,682.39,1364.78
9708127307,665753,1,447.07,894.14
9708127307,985029,2,272.33,816.99
9708127307,761592,2,230.69,230.69
20275600,785189,3,443.94,887.88
20275600,293053,3,473.97,1421.91
20275600,450332,2,802.36,2407.08
20275600,884012,2,563.31,1689.9299999999998
20275600,124129,3,185.39,556.17
20275600,286231,3,686.12,1372.24
4861187240,451766,1,565.95,1697.8500000000001
4861187240,842190,1,164.99,164.99
