feedback_id,order_id,customer_id,rating,feedback_text,feedback_category,sentiment,feedback_date
92499,7778959162,196960,4,Impedit corporis hic aspernatur minus et. Voluptate accusamus esse dolorem.,App Experience,Neutral,2024-11-11 11:52:51
8816924,4251165351,89114310,5,Architecto quae ipsa sint. Error saepe fuga inventore accusantium.,App Experience,Positive,2023-10-24 08:01:48
9125521,5848721367,56352167,4,Enim quae porro. Hic ea neque ipsa dolorem fugit deleniti. Eius saepe dignissimos.,Delivery,Positive,2023-12-03 06:59:49
1149592,6445426132,18600257,5,Eveniet in sed assumenda nisi numquam.,Product Quality,Positive,2025-07-05 23:01:32
493653,5530861970,5795075,4,Dolor commodi excepturi id dolor. Voluptatibus repellat est voluptatum doloribus non amet.,Product Quality,Positive,2025-07-19 15:56:28
6171401,5642505097,56925389,3,Deleniti veritatis asperiores quos quis. Perspiciatis cum optio cupiditate consequatur assumenda.,App Experience,Neutral,2024-12-15 00:29:03
8055747,7617232490,54122431,5,Et earum alias commodi mollitia odit. Ducimus illum corporis minima velit possimus.,Customer Service,Positive,2025-10-18 05:15:52
4436184,1276965544,29799101,4,"Alias ad reiciendis quis eveniet.
Sint facere minima. Ab tenetur nesciunt possimus.",Product Quality,Neutral,2024-12-17 04:01:49
3960420,4516640761,43824604,4,Harum hic labore id exercitationem itaque. Earum et provident temporibus sed modi nobis.,App Experience,Positive,2025-10-19 03:01:57
1375218,6511387030,24664544,2,Natus voluptatum consequuntur natus. Officiis error iusto reprehenderit modi officia eius.,App Experience,Negative,2023-12-19 05:26:23
2244901,2181170344,96689698,5,Ducimus temporibus id. Libero magnam ea. Esse accusamus ad minus modi in.,Delivery,Positive,2023-03-30 03:49:48
7714180,4053593539,32217810,3,Atque molestiae id dolor. Amet numquam recusandae fugiat harum ullam.,Product Quality,Neutral,2025-07-10 13:23:18
7783770,5550783056,71198670,4,Magni animi necessitatibus occaecati aut dolor dolorem. Illo nemo corporis.,Customer Service,Positive,2024-07-23 03:39:22
1185716,8253247187,50034917,4,Vel voluptatibus doloribus repellendus. Consequatur non non eos.,App Experience,Positive,2024-05-02 07:07:12
9068242,9471369897,14669118,5,Modi officia amet minus magni at fugiat. Excepturi nesciunt aliquid doloremque ad nostrum ipsum.,Customer Service,Positive,2023-06-03 07:33:28
7098264,1805960522,44368343,4,Corporis quidem odio occaecati odio nemo eligendi. Explicabo quas quas molestias quam.,Delivery,Positive,2023-08-07 07:21:32
1291553,9784099099,17443239,4,Iure quae voluptate nulla ullam corporis quidem.,Customer Service,Neutral,2025-07-06 15:05:57
4979530,2462223713,28865895,4,Praesentium assumenda natus suscipit tenetur fugit. Aperiam architecto nisi nihil culpa modi.,Customer Service,Neutral,2024-07-23 20:50:15
5394848,9552378210,25331530,4,Quia ipsa sed aspernatur. Tempora molestiae optio magnam eum excepturi dolorem.,App Experience,Positive,2025-05-03 01:15:16
9485440,4235469622,29519848,5,Iusto recusandae cupiditate sit amet iusto. Sed sunt maxime mollitia.,App Experience,Positive,2024-03-16 06:18:55
7539394,4047652846,24251209,4,"Earum incidunt non ut. Blanditiis nam eaque eum.
Dolorum hic dolorum nemo.",Customer Service,Positive,2024-01-12 21:27:11
5911727,7072837767,43932131,5,Voluptatibus architecto deleniti libero pariatur accusantium. Modi aut quisquam similique.,App Experience,Positive,2024-08-12 08:11:04
5809815,7723842506,15693565,5,Fuga excepturi blanditiis adipisci. Veniam ducimus quibusdam fugit consectetur quae.,Delivery,Positive,2025-06-03 17:31:50
6646022,9407510150,72782125,3,Ducimus magnam aliquid corrupti.,Product Quality,Neutral,2025-12-03 16:11:52
630920,9691358310,73652035,3,"Quo hic nihil repellat.
Autem optio beatae minima quis non sint. Voluptates et architecto aliquam.",Product Quality,Neutral,2024-01-31 20:26:14
6299811,5632463145,90864617,5,Ut adipisci voluptatem. Voluptatem earum voluptatum dolores.,Delivery,Positive,2024-12-13 16:27:33
299388,5609812355,24647751,4,Unde vitae veritatis dignissimos. Laboriosam atque laborum ex facilis maxime ipsa.,Delivery,Neutral,2023-12-13 11:49:02
3650906,5512617090,3018047,4,Odio voluptas maxime repudiandae. Voluptatem corrupti cupiditate iure.,Product Quality,Positive,2025-08-15 22:34:04
3680097,1135946844,69661546,4,Rem praesentium maxime pariatur est. Provident harum eum earum unde esse deserunt ab.,Product Quality,Positive,2023-01-16 10:40:53
4124512,3490318709,13923411,3,Autem natus fuga similique sint quidem rem. Cum soluta nihil deleniti.,Product Quality,Neutral,2025-10-27 14:04:00
3400131,4240075397,22876840,3,Iusto similique velit quod similique nam maiores eveniet.,App Experience,Neutral,2024-09-11 15:43:18
9043437,1165968701,23074140,5,Consequatur occaecati accusamus sit. Similique distinctio omnis quaerat consequuntur quos.,Customer Service,Positive,2024-05-02 21:26:43
631837,7371412416,51375566,4,Repellendus veniam officiis explicabo ut.,Delivery,Neutral,2023-11-11 03:29:17
6632014,9123807667,78619894,5,"Libero saepe alias incidunt ea quam.
In velit saepe. Qui harum voluptatibus ab.",Product Quality,Positive,2025-08-25 08:16:57
1936328,1896814539,15165135,5,Illum facere ea perferendis id unde. Nulla beatae praesentium dolor autem distinctio iure.,App Experience,Positive,2024-12-07 02:49:21
196178,5944542618,34158095,4,Eius iusto eligendi veritatis officiis. Eaque optio iure quisquam. Ex inventore sunt odit.,Delivery,Neutral,2024-02-29 23:26:44
1709139,7850220688,43384104,4,Adipisci quis sequi aliquid amet.,Customer Service,Positive,2024-12-10 20:06:45
5177406,2082445000,38112055,5,Dicta ab earum modi aspernatur adipisci quaerat officiis. Accusantium soluta reiciendis.,Product Quality,Positive,2024-12-22 02:04:26
6347302,9872882754,6101114,4,Sed culpa suscipit magni. Fugit soluta repudiandae odio temporibus dicta.,Product Quality,Positive,2023-10-24 17:15:41
1691397,745905638,57583636,3,Maxime quaerat quibusdam nihil deserunt. Veritatis et illum iste ratione. Excepturi illum ipsam.,Delivery,Neutral,2023-01-18 20:44:14
1956220,6961931889,43567508,4,Ex nihil provident vero. Delectus animi voluptatum.,Delivery,Positive,2023-08-11 07:04:21
3418276,9327078167,70631994,1,Eum voluptatum animi est doloremque. Non temporibus vitae magni.,Product Quality,Negative,2024-05-02 19:02:38
3530261,1523418247,40372654,4,Vitae vero a harum veritatis. Eum modi nisi ullam illum amet.,App Experience,Positive,2024-02-16 15:02:44
4903943,9738626576,947489,3,Adipisci voluptatem pariatur enim quas magni modi a. Magni cum natus odit.,Delivery,Negative,2025-12-07 12:20:32
7472551,5398212395,28348383,5,Reiciendis eaque illo velit fugiat quam incidunt. Dolor illum harum mollitia provident quia.,Product Quality,Positive,2023-12-18 17:14:28
3147677,7615247922,64165703,4,Autem culpa veritatis beatae sapiente. Qui fuga quisquam quod ipsa eligendi.,App Experience,Positive,2023-11-07 04:44:07
4985338,2713503655,51710465,4,Corporis sint suscipit totam eveniet. Dicta corporis nisi doloribus.,Customer Service,Positive,2025-08-13 13:05:25
4999909,1097883787,34041085,5,Voluptate atque odit occaecati enim. Nam eveniet odit veniam.,App Experience,Positive,2025-03-16 20:21:40
1567053,4112138992,63361285,4,Maxime animi accusantium eius ut. Dolorum ex facere.,Customer Service,Positive,2023-03-24 10:35:17
9438401,447958473,40233092,5,Quas optio fuga.,Product Quality,Positive,2023-01-31 00:01:15
5982625,4175462915,70045230,4,Dolore rerum similique nemo aperiam veritatis tenetur.,Product Quality,Neutral,2024-03-23 20:54:39
6406395,570864840,22734030,4,Impedit a quae necessitatibus. Sed sequi distinctio enim tempore.,Customer Service,Positive,2023-01-24 01:15:22
1948545,3417233457,84803951,4,Vel velit veritatis sed eaque facilis ipsum.,Product Quality,Positive,2023-04-30 02:01:25
7573886,7606407623,61262031,5,Aliquam ipsa voluptatum doloremque. Nesciunt harum molestias delectus eligendi.,App Experience,Positive,2024-12-23 15:36:38
8686461,1820626922,21829197,3,Repellendus minima voluptatem ipsum dolor commodi quod. Nostrum ipsum fugit beatae accusantium.,Delivery,Negative,2023-11-06 05:54:11
9701981,2207921264,4322078,5,Esse libero quo dolor. Recusandae porro omnis nostrum.,App Experience,Positive,2025-02-24 09:33:42
609818,3592351289,76590413,4,Voluptatum tenetur reprehenderit nobis. Delectus repellendus harum id. Provident eum aliquam odio.,Product Quality,Positive,2024-07-15 17:52:19
6622705,641900260,55757543,4,Minus consectetur rem sit saepe. Suscipit dignissimos non expedita sed modi.,Customer Service,Positive,2023-09-10 14:36:00
501844,5419088751,88630009,5,Enim dolorem eaque et quas ipsa illo in.,Product Quality,Positive,2023-02-11 22:36:06
9634330,1518594702,66811860,5,Est officia facilis veniam. Ea aspernatur nobis laboriosam voluptate. Provident aliquid id nihil.,Customer Service,Positive,2024-10-02 12:04:55
9979840,2783792053,33512678,4,Voluptatibus exercitationem aut. Ullam corporis esse quibusdam.,Product Quality,Positive,2025-02-12 05:23:12
1174788,4925575033,11395851,4,Itaque magnam voluptas. A velit nam odit harum.,Product Quality,Neutral,2024-09-27 10:47:27
4328076,6575138807,31695293,4,Saepe error provident. Perspiciatis aut quidem reiciendis ea accusamus id.,Customer Service,Positive,2025-02-13 03:09:43
8324367,4952229084,15717605,3,Accusamus dolorum debitis vero. Adipisci ut quisquam dolor.,Delivery,Neutral,2024-11-06 10:05:32
5585046,437600598,88344806,3,Sed aut animi. Recusandae dignissimos voluptas consectetur.,Customer Service,Negative,2024-09-01 03:57:30
5740327,4707698745,98661455,1,Deleniti excepturi architecto ullam suscipit accusantium. Eos doloribus autem ipsam.,Customer Service,Negative,2024-07-23 21:23:03
7803179,1301505930,81216433,4,Quos eveniet eligendi sunt aut voluptatibus officia.,Product Quality,Positive,2025-06-04 11:44:07
26882,5104032854,41882455,4,Sit quisquam alias assumenda illo. Minima officia quod cum modi quae sunt.,Delivery,Neutral,2023-02-08 07:53:17
2548983,1553903197,41551277,4,Eius non placeat incidunt reprehenderit perspiciatis. Aliquid itaque dolorum sequi asperiores.,Delivery,Positive,2025-07-15 04:17:30
9173172,6067180060,86907971,4,Perspiciatis animi necessitatibus qui. Similique aspernatur velit.,App Experience,Positive,2023-08-02 04:40:10
8499668,6726948264,91071278,5,Et eveniet dolorum at tempora. Ipsa rem aperiam quidem nostrum. Quam ad repellat earum.,App Experience,Positive,2025-03-30 22:30:17
929562,6368796957,81765741,4,Odio ipsum culpa inventore. Porro ipsum sequi laborum.,Product Quality,Positive,2024-04-18 08:05:20
1493434,3267646051,29033525,5,Omnis enim dolorum. Reprehenderit nulla quaerat accusamus eveniet repudiandae consequuntur minima.,Customer Service,Positive,2024-06-03 22:26:50
1961666,71353233,76909771,4,Aut velit adipisci atque nam ducimus consequatur. Quae beatae tempora cum minima.,Customer Service,Neutral,2024-07-06 04:19:04
2127801,1026950968,3390859,1,"Voluptatem saepe blanditiis a. Omnis a nobis natus.
Alias cum minus architecto.",Delivery,Negative,2023-03-25 18:04:09
6395865,4001539738,60149311,4,Ipsum ea magnam. Sapiente cum nam ipsum iure tempore labore. Deleniti reprehenderit deserunt hic.,Customer Service,Positive,2023-07-21 21:49:32
3368575,1219123415,33538511,5,Illo ipsa rerum.,Customer Service,Positive,2023-08-21 19:38:22
4831923,845198818,5087009,4,"Impedit beatae itaque dolores.
Quis expedita porro quae.",Customer Service,Positive,2023-06-10 16:09:24
1778883,5663322312,31609126,4,Reprehenderit perferendis aut fuga ratione illum.,Delivery,Positive,2024-03-02 20:38:08
9307396,5157790449,20962027,5,Enim exercitationem voluptatem porro. Ut est perspiciatis soluta. Nesciunt sequi modi fugit.,Customer Service,Positive,2025-09-20 16:30:55
2852263,1153387229,37649632,4,Maxime minima molestias quos. Veritatis rem temporibus.,Product Quality,Positive,2025-01-07 07:40:48
835252,435387759,86252356,4,Autem enim aut maxime expedita. Laborum aliquam officia ipsam quis saepe.,Product Quality,Positive,2024-09-04 05:29:44
6402193,6140700888,51516232,4,Sequi esse inventore. Delectus sed harum magnam consequatur nemo.,App Experience,Neutral,2023-06-02 10:25:06
1679827,7219459629,61347464,3,Amet recusandae assumenda. Doloremque aliquam quis rem deleniti. Maiores officia corporis ab eaque.,Customer Service,Neutral,2025-01-06 21:33:00
1043259,5365909345,38083278,4,Adipisci odit delectus tempore ipsa. Assumenda illum fugiat laborum nihil.,Product Quality,Positive,2024-07-23 20:54:37
4069974,2035482537,24586469,4,Ratione debitis amet perspiciatis nesciunt repellat. Atque itaque provident at.,Customer Service,Positive,2024-10-12 05:51:53
4472192,5501115321,56818278,4,Tenetur vel ipsa nulla. Ducimus totam cupiditate optio iure eos deleniti.,Product Quality,Neutral,2023-11-29 14:25:25
4880929,8584031989,72495869,2,Voluptatibus magnam nostrum sed laudantium. Ratione aut voluptatum. Officia voluptates debitis.,Product Quality,Negative,2023-03-30 23:50:04
4099962,6942195530,53548916,5,Dolorum deleniti accusantium excepturi atque.,Delivery,Positive,2025-05-30 04:31:13
5518166,1229717658,96239161,4,Quis quam ex fuga nisi facere. Iste aut necessitatibus sequi. Officia distinctio saepe pariatur.,App Experience,Positive,2023-03-13 17:41:50
5541198,2454526825,2645126,4,Quia voluptatem veniam tenetur beatae voluptatibus.,App Experience,Positive,2023-07-21 19:34:27
3068381,1038289745,9328072,4,Repudiandae ipsa repudiandae sit itaque occaecati. Deleniti corporis odit esse cumque ipsum qui.,App Experience,Neutral,2024-07-31 06:15:30
8991059,9894509061,75006026,4,Nostrum error occaecati vel. Nam quibusdam architecto ipsa.,Delivery,Positive,2024-02-17 09:45:48
7936700,7862264964,61798809,5,Fuga eius sit in dolorum. Placeat dignissimos nesciunt. Officia quasi esse.,App Experience,Positive,2024-06-03 13:59:41
2458973,5208676589,48132125,4,Eum eos expedita nulla. Veniam commodi tempore dignissimos nesciunt incidunt nam.,Product Quality,Neutral,2025-06-19 13:03:07
3457315,2372792805,67698393,4,Pariatur ut fuga iusto qui vitae itaque. Commodi possimus incidunt esse rem.,App Experience,Positive,2024-07-30 17:02:38
3494948,8044547460,78461454,2,Totam nihil ab mollitia. Saepe dolorem optio consectetur.,Delivery,Negative,2024-07-08 23:32:37
1701857,127953348,42379436,4,Odio neque commodi fugit. Repudiandae exercitationem dignissimos ad deleniti.,App Experience,Positive,2023-03-14 11:36:55
4594597,5411595707,28408179,1,Nam placeat laboriosam omnis natus. Vel eligendi fuga earum labore.,Delivery,Negative,2025-06-12 17:01:36
7878645,8195236385,14669118,2,Exercitationem veritatis porro quisquam eveniet magnam labore. Modi reprehenderit repellendus.,App Experience,Negative,2024-06-05 07:21:34
2971312,51767168,32040139,5,Delectus quisquam ipsa molestias et. Vero magnam quos quae.,Delivery,Positive,2025-02-26 14:15:54
9434469,3356039880,38287256,4,Numquam ab quidem id eligendi eius dolorum. Architecto culpa dignissimos. Aliquid esse ipsam.,Customer Service,Positive,2025-06-23 00:32:40
8319531,820517276,14980274,4,Similique minus dolorem dolore. Dolores atque officiis doloremque.,Product Quality,Positive,2023-07-27 06:22:31
5985340,3354870757,51249113,5,Consequatur culpa ullam dolorum. Sit suscipit ratione ad.,Customer Service,Positive,2024-05-16 14:18:15
1901540,7879608372,85447669,4,Ipsam praesentium in maiores quas tempore officiis. Minus possimus quos et dicta id.,App Experience,Positive,2025-07-02 04:39:53
8663426,7457856964,44498320,4,Labore assumenda at fugiat ad odit animi iusto.,App Experience,Positive,2024-11-12 18:32:41
9125414,4574110283,40372654,5,Sunt non illum placeat dicta magni eaque esse. Velit ipsam quibusdam doloribus.,Product Quality,Positive,2023-09-23 07:43:35
3701240,9708127307,55087691,4,Placeat quo soluta quae sint fuga explicabo. Quis dicta corrupti quae.,Product Quality,Neutral,2024-10-07 10:33:41
1089875,20275600,27380391,4,Labore error deserunt quod rerum ea. Quo non quis iure ratione. Quo totam reprehenderit et.,Product Quality,Positive,2025-02-13 12:36:23
5434801,4861187240,68068065,4,Saepe eos soluta sit. Cupiditate distinctio quidem nobis odit nam.,Customer Service,Neutral,2023-11-19 03:04:21
6083099,8222216295,64460465,3,Pariatur quae laboriosam quas. Cum perferendis eveniet quas sapiente.,Customer Service,Neutral,2025-05-06 02:26:28
4250267,4943487215,75230150,5,Perspiciatis magni corrupti tempore dignissimos natus. Eius ducimus quo a quos cumque architecto.,Customer Service,Positive,2025-01-18 08:13:38
7899897,5526400598,95714829,5,Voluptates magnam porro nobis atque totam. Distinctio quas magnam unde maiores sed.,Product Quality,Positive,2023-05-16 14:59:07
1095701,3075742139,78209959,5,Beatae porro velit animi laboriosam. Explicabo consequatur at asperiores quis sint debitis sit.,Product Quality,Positive,2023-08-09 03:05:56
9350583,8617047967,41113222,4,Quidem esse atque mollitia. Mollitia assumenda maiores reprehenderit temporibus perferendis.,Delivery,Positive,2025-12-13 22:14:07
5081332,1402451692,40519928,5,Fugiat iste eos porro occaecati. Vel animi omnis aperiam nisi blanditiis deserunt.,Product Quality,Positive,2025-06-22 09:14:42
8232881,9008182969,46777714,4,Dolores sit nihil laboriosam molestias.,Delivery,Positive,2023-07-08 08:54:32
6829426,6772606524,48732345,3,Eum molestias ducimus dolores. Natus nam at accusantium dicta.,Delivery,Negative,2024-10-12 16:43:25
5786821,9434853266,19316986,5,Explicabo quos ipsum quia. Officia enim aliquam mollitia aut fugiat eveniet mollitia.,Delivery,Positive,2025-12-22 00:22:32
4798631,9610474714,25982970,4,Nobis magnam repellendus a. Optio excepturi assumenda fugit facilis.,Delivery,Positive,2024-08-03 07:57:24
5368763,361071213,51979833,2,Fugiat iusto facilis debitis. Perferendis quisquam quod veritatis eius veritatis iusto.,Delivery,Negative,2023-03-14 19:28:09
179796,3388858388,36590943,5,Vel magnam distinctio quidem sequi.,Delivery,Positive,2024-02-16 12:40:03
6279312,5776883920,49708258,4,Dolores quisquam laborum tenetur quam. Animi ratione architecto nam.,Customer Service,Positive,2024-01-26 23:05:40
4771600,5053179468,58739885,3,Omnis tenetur ipsum. Quia ut repellat odio culpa voluptatibus sit.,Delivery,Neutral,2023-02-22 13:21:59
9422144,5014622006,35533198,3,Amet quo dolorum ipsa laborum ex. Assumenda tempora itaque eveniet veritatis dolore commodi qui.,App Experience,Negative,2025-01-21 00:04:17
2927858,1600163907,69889689,3,Quos voluptatibus enim totam quo id temporibus. Aliquid laborum amet dignissimos aperiam atque aut.,Customer Service,Neutral,2023-07-15 12:53:30
6740618,6808881597,7488246,5,Corrupti officia aut maxime voluptatem optio animi. Temporibus occaecati soluta tenetur.,Customer Service,Positive,2025-12-23 15:21:53
2893081,1347066782,5170813,4,Ut nesciunt distinctio quos quisquam ex. Ex at dicta rerum laboriosam natus ullam.,Delivery,Neutral,2023-10-23 13:20:52
8001064,94107130,37490689,5,Quis dicta perferendis illum impedit optio. Cupiditate odio quibusdam illo.,Delivery,Positive,2024-04-10 10:14:58
4648559,9828431505,28368083,5,Praesentium aliquam maiores expedita. Nesciunt assumenda maxime nesciunt.,App Experience,Positive,2024-07-06 04:57:49
7382248,6250330118,29808929,4,Quisquam suscipit labore facilis necessitatibus nesciunt. Quod fuga modi iure.,Product Quality,Neutral,2025-06-12 15:08:44
9056430,1993338119,93595285,4,Voluptas consequatur dolorum commodi ad id suscipit. Laudantium omnis voluptas possimus.,Customer Service,Positive,2023-07-24 09:30:14
9649352,2297985504,65880802,4,Culpa optio quidem accusantium perferendis laborum. Placeat laudantium voluptates.,Customer Service,Positive,2024-04-02 04:23:27
2566842,4596613736,54558143,5,Iure tempora enim quaerat. Praesentium quia sit possimus laudantium.,Delivery,Positive,2023-10-29 07:12:56
1094943,5261916435,44327711,4,Facilis inventore distinctio nisi. Atque nulla tempore voluptates molestiae repudiandae sequi.,Customer Service,Positive,2025-08-21 04:20:17
9674046,4682676731,63660575,5,Velit iste accusantium quo error.,Product Quality,Positive,2024-10-19 05:00:55
