product_id,date,stock_received,damaged_stock
201550,12-03-2023,1,1
201550,13-03-2023,2,0
201550,14-03-2023,2,0
201550,15-03-2023,0,1
201550,16-03-2023,0,0
201550,17-03-2023,0,1
201550,18-03-2023,2,0
201550,19-03-2023,1,1
201550,20-03-2023,2,1
201550,21-03-2023,1,1
201550,22-03-2023,2,0
201550,23-03-2023,2,1
201550,24-03-2023,0,1
201550,25-03-2023,1,0
201550,26-03-2023,2,0
201550,27-03-2023,2,1
201550,28-03-2023,2,0
201550,29-03-2023,1,1
201550,30-03-2023,1,1
201550,31-03-2023,0,0
201550,01-04-2023,1,0
201550,02-04-2023,1,0
201550,03-04-2023,2,0
201550,04-04-2023,1,0
201550,05-04-2023,2,1
201550,06-04-2023,2,1
201550,07-04-2023,0,0
201550,08-04-2023,1,1
201550,09-04-2023,2,0
201550,10-04-2023,1,1
201550,11-04-2023,1,0
201550,12-04-2023,2,0
201550,13-04-2023,1,1
201550,14-04-2023,2,1
201550,15-04-2023,1,1
201550,16-04-2023,2,1
201550,17-04-2023,1,1
201550,18-04-2023,1,1
201550,19-04-2023,0,0
201550,20-04-2023,1,0
201550,21-04-2023,0,0
201550,22-04-2023,0,0
201550,23-04-2023,1,1
201550,24-04-2023,2,1
201550,25-04-2023,2,1
201550,26-04-2023,2,1
201550,27-04-2023,1,0
201550,28-04-2023,0,0
201550,29-04-2023,1,1
201550,30-04-2023,0,0
201550,01-05-2023,1,0
201550,02-05-2023,1,1
201550,03-05-2023,0,1
201550,04-05-2023,1,0
201550,05-05-2023,2,1
201550,06-05-2023,1,1
201550,07-05-2023,2,0
201550,08-05-2023,0,0
201550,09-05-2023,0,1
201550,10-05-2023,2,1
201550,11-05-2023,0,0
201550,12-05-2023,0,1
201550,13-05-2023,0,0
201550,14-05-2023,0,0
201550,15-05-2023,2,1
201550,16-05-2023,0,0
201550,17-05-2023,1,1
201550,18-05-2023,0,1
201550,19-05-2023,0,1
201550,20-05-2023,2,1
201550,21-05-2023,1,1
201550,22-05-2023,1,1
201550,23-05-2023,0,1
201550,24-05-2023,2,1
201550,25-05-2023,2,1
201550,26-05-2023,2,0
201550,27-05-2023,2,1
201550,28-05-2023,0,1
201550,29-05-2023,1,0
201550,30-05-2023,2,1
201550,31-05-2023,0,1
201550,01-06-2023,2,0
201550,02-06-2023,2,0
201550,03-06-2023,1,0
201550,04-06-2023,2,1
201550,05-06-2023,1,0
201550,06-06-2023,0,1
201550,07-06-2023,1,1
201550,08-06-2023,0,0
201550,09-06-2023,0,0
201550,10-06-2023,0,1
201550,11-06-2023,0,1
201550,12-06-2023,1,0
201550,13-06-2023,1,0
201550,14-06-2023,0,1
201550,15-06-2023,0,0
201550,16-06-2023,1,0
201550,17-06-2023,1,0
201550,18-06-2023,1,1
201550,19-06-2023,2,0
201550,20-06-2023,1,1
201550,21-06-2023,0,1
201550,22-06-2023,1,1
201550,23-06-2023,1,1
201550,24-06-2023,0,0
201550,25-06-2023,0,1
201550,26-06-2023,2,1
201550,27-06-2023,1,1
201550,28-06-2023,2,1
201550,29-06-2023,0,1
201550,30-06-2023,1,0
201550,01-07-2023,1,0
201550,02-07-2023,2,1
201550,03-07-2023,1,0
201550,04-07-2023,2,1
201550,05-07-2023,1,1
201550,06-07-2023,2,0
201550,07-07-2023,2,1
201550,08-07-2023,2,1
201550,09-07-2023,0,0
201550,10-07-2023,2,0
201550,11-07-2023,1,1
201550,12-07-2023,2,0
201550,13-07-2023,2,1
201550,14-07-2023,0,1
201550,15-07-2023,1,0
201550,16-07-2023,0,0
201550,17-07-2023,0,1
201550,18-07-2023,1,0
201550,19-07-2023,1,0
201550,20-07-2023,2,1
201550,21-07-2023,0,0
201550,22-07-2023,1,1
201550,23-07-2023,0,0
201550,24-07-2023,2,1
201550,25-07-2023,2,0
201550,26-07-2023,1,1
201550,27-07-2023,1,0
201550,28-07-2023,2,0
201550,29-07-2023,1,0
201550,30-07-2023,2,0
201550,31-07-2023,1,0
201550,01-08-2023,0,0
201550,02-08-2023,2,0
201550,03-08-2023,1,1
201550,04-08-2023,0,1
201550,05-08-2023,1,1
201550,06-08-2023,1,1
201550,07-08-2023,0,1
201550,08-08-2023,1,0
201550,09-08-2023,1,0
201550,10-08-2023,2,1
201550,11-08-2023,1,0
201550,12-08-2023,1,1
201550,13-08-2023,1,0
201550,14-08-2023,1,1
201550,15-08-2023,2,1
201550,16-08-2023,0,0
201550,17-08-2023,2,0
201550,18-08-2023,2,1
201550,19-08-2023,0,0
201550,20-08-2023,1,1
201550,21-08-2023,2,1
201550,22-08-2023,2,1
201550,23-08-2023,1,0
201550,24-08-2023,0,0
201550,25-08-2023,1,0
201550,26-08-2023,0,1
201550,27-08-2023,0,1
201550,28-08-2023,1,0
201550,29-08-2023,2,0
201550,30-08-2023,0,1
201550,31-08-2023,2,0
201550,01-09-2023,2,0
201550,02-09-2023,0,0
201550,03-09-2023,1,0
201550,04-09-2023,2,0
201550,05-09-2023,1,1
201550,06-09-2023,1,1
201550,07-09-2023,2,0
201550,08-09-2023,2,0
201550,09-09-2023,0,1
201550,10-09-2023,0,1
201550,11-09-2023,1,0
201550,12-09-2023,0,1
201550,13-09-2023,1,1
201550,14-09-2023,1,0
201550,15-09-2023,2,0
201550,16-09-2023,2,1
201550,17-09-2023,1,1
201550,18-09-2023,0,1
201550,19-09-2023,0,1
201550,20-09-2023,2,0
201550,21-09-2023,1,0
201550,22-09-2023,2,1
201550,23-09-2023,2,0
201550,24-09-2023,2,1
201550,25-09-2023,2,0
201550,26-09-2023,2,0
201550,27-09-2023,1,0
201550,28-09-2023,0,1
201550,29-09-2023,2,0
201550,30-09-2023,0,1
201550,01-10-2023,2,1
201550,02-10-2023,1,0
201550,03-10-2023,1,0
201550,04-10-2023,2,1
201550,05-10-2023,1,1
201550,06-10-2023,0,0
201550,07-10-2023,0,0
201550,08-10-2023,0,0
201550,09-10-2023,0,1
201550,10-10-2023,1,1
201550,11-10-2023,1,1
201550,12-10-2023,1,1
201550,13-10-2023,1,1
201550,14-10-2023,2,1
201550,15-10-2023,1,1
201550,16-10-2023,2,1
201550,17-10-2023,0,1
201550,18-10-2023,1,1
201550,19-10-2023,2,0
201550,20-10-2023,2,1
201550,21-10-2023,1,1
201550,22-10-2023,2,1
201550,23-10-2023,0,0
201550,24-10-2023,0,0
201550,25-10-2023,1,1
201550,26-10-2023,2,1
201550,27-10-2023,1,1
201550,28-10-2023,2,1
201550,29-10-2023,1,0
201550,30-10-2023,0,1
201550,31-10-2023,2,1
201550,01-11-2023,1,1
201550,02-11-2023,0,0
201550,03-11-2023,1,0
201550,04-11-2023,0,0
201550,05-11-2023,1,0
201550,06-11-2023,2,0
201550,07-11-2023,0,0
201550,08-11-2023,1,1
201550,09-11-2023,0,1
201550,10-11-2023,2,0
201550,11-11-2023,0,0
201550,12-11-2023,1,1
201550,13-11-2023,1,1
201550,14-11-2023,0,0
201550,15-11-2023,2,0
201550,16-11-2023,1,0
201550,17-11-2023,1,1
201550,18-11-2023,2,0
201550,19-11-2023,1,1
201550,20-11-2023,2,1
201550,21-11-2023,0,0
201550,22-11-2023,1,1
201550,23-11-2023,1,0
201550,24-11-2023,2,1
201550,25-11-2023,2,1
201550,26-11-2023,2,0
201550,27-11-2023,0,1
201550,28-11-2023,1,0
201550,29-11-2023,2,0
201550,30-11-2023,1,0
201550,01-12-2023,2,1
201550,02-12-2023,0,0
201550,03-12-2023,2,1
201550,04-12-2023,0,1
201550,05-12-2023,1,1
201550,06-12-2023,1,1
201550,07-12-2023,0,1
201550,08-12-2023,1,1
201550,09-12-2023,1,0
201550,10-12-2023,2,1
201550,11-12-2023,0,1
201550,12-12-2023,0,0
201550,13-12-2023,1,1
201550,14-12-2023,0,1
201550,15-12-2023,0,1
201550,16-12-2023,1,0
201550,17-12-2023,2,1
201550,18-12-2023,1,1
201550,19-12-2023,1,0
201550,20-12-2023,1,0
201550,21-12-2023,2,0
201550,22-12-2023,1,1
201550,23-12-2023,0,0
201550,24-12-2023,1,0
201550,25-12-2023,2,0
201550,26-12-2023,0,0
201550,27-12-2023,1,1
201550,28-12-2023,1,1
201550,29-12-2023,0,0
201550,30-12-2023,0,1
201550,31-12-2023,1,0
201550,01-01-2024,1,0
201550,02-01-2024,2,0
201550,03-01-2024,2,0
201550,04-01-2024,0,0
201550,05-01-2024,0,0
201550,06-01-2024,2,1
201550,07-01-2024,1,0
201550,08-01-2024,2,0
201550,09-01-2024,2,0
201550,10-01-2024,2,1
201550,11-01-2024,1,1
201550,12-01-2024,1,1
201550,13-01-2024,2,0
201550,14-01-2024,0,1
201550,15-01-2024,0,0
201550,16-01-2024,0,1
201550,17-01-2024,2,0
201550,18-01-2024,1,1
201550,19-01-2024,0,0
201550,20-01-2024,2,1
201550,21-01-2024,1,1
201550,22-01-2024,2,1
201550,23-01-2024,0,0
201550,24-01-2024,2,0
201550,25-01-2024,0,0
201550,26-01-2024,2,1
201550,27-01-2024,2,0
201550,28-01-2024,1,1
201550,29-01-2024,2,1
201550,30-01-2024,0,1
201550,31-01-2024,0,1
201550,01-02-2024,0,0
201550,02-02-2024,1,1
201550,03-02-2024,2,1
201550,04-02-2024,0,1
201550,05-02-2024,2,1
201550,06-02-2024,2,1
201550,07-02-2024,1,0
201550,08-02-2024,1,0
201550,09-02-2024,2,0
201550,10-02-2024,0,0
201550,11-02-2024,2,1
201550,12-02-2024,1,0
201550,13-02-2024,1,0
201550,14-02-2024,0,1
201550,15-02-2024,1,0
201550,16-02-2024,0,1
201550,17-02-2024,1,0
201550,18-02-2024,1,1
201550,19-02-2024,2,1
201550,20-02-2024,1,0
201550,21-02-2024,2,1
201550,22-02-2024,0,0
201550,23-02-2024,2,1
201550,24-02-2024,0,0
201550,25-02-2024,2,0
201550,26-02-2024,0,1
201550,27-02-2024,0,1
201550,28-02-2024,2,1
201550,29-02-2024,1,1
201550,01-03-2024,0,0
201550,02-03-2024,0,0
201550,03-03-2024,1,1
201550,04-03-2024,0,1
201550,05-03-2024,1,0
201550,06-03-2024,2,1
201550,07-03-2024,1,1
201550,08-03-2024,2,1
201550,09-03-2024,1,0
201550,10-03-2024,0,0
201550,11-03-2024,0,0
201550,12-03-2024,1,0
201550,13-03-2024,1,0
201550,14-03-2024,0,0
201550,15-03-2024,0,1
201550,16-03-2024,1,1
201550,17-03-2024,1,1
201550,18-03-2024,0,1
201550,19-03-2024,2,1
201550,20-03-2024,2,0
201550,21-03-2024,2,1
201550,22-03-2024,2,1
201550,23-03-2024,0,1
201550,24-03-2024,0,0
201550,25-03-2024,1,1
201550,26-03-2024,0,0
201550,27-03-2024,2,0
201550,28-03-2024,0,0
201550,29-03-2024,2,0
201550,30-03-2024,1,1
201550,31-03-2024,0,1
201550,01-04-2024,0,0
201550,02-04-2024,2,1
201550,03-04-2024,2,0
201550,04-04-2024,0,1
201550,05-04-2024,0,0
201550,06-04-2024,2,0
201550,07-04-2024,2,1
201550,08-04-2024,2,1
201550,09-04-2024,0,1
201550,10-04-2024,0,0
201550,11-04-2024,2,1
201550,12-04-2024,2,1
201550,13-04-2024,2,1
201550,14-04-2024,0,0
201550,15-04-2024,2,0
201550,16-04-2024,1,1
201550,17-04-2024,1,1
201550,18-04-2024,0,1
201550,19-04-2024,2,0
201550,20-04-2024,2,1
201550,21-04-2024,1,0
201550,22-04-2024,2,1
201550,23-04-2024,2,1
201550,24-04-2024,2,0
201550,25-04-2024,1,0
201550,26-04-2024,0,0
201550,27-04-2024,1,1
201550,28-04-2024,1,0
201550,29-04-2024,0,0
201550,30-04-2024,0,0
201550,01-05-2024,0,0
201550,02-05-2024,2,1
201550,03-05-2024,2,0
201550,04-05-2024,1,1
201550,05-05-2024,2,1
201550,06-05-2024,1,1
201550,07-05-2024,1,1
201550,08-05-2024,2,0
201550,09-05-2024,1,0
201550,10-05-2024,0,0
201550,11-05-2024,2,0
201550,12-05-2024,2,1
201550,13-05-2024,2,0
201550,14-05-2024,0,1
201550,15-05-2024,1,0
201550,16-05-2024,1,0
201550,17-05-2024,1,1
201550,18-05-2024,0,1
201550,19-05-2024,1,0
201550,20-05-2024,2,1
201550,21-05-2024,0,0
201550,22-05-2024,1,0
201550,23-05-2024,1,0
201550,24-05-2024,1,1
201550,25-05-2024,0,1
201550,26-05-2024,0,1
201550,27-05-2024,0,0
201550,28-05-2024,2,1
201550,29-05-2024,0,0
201550,30-05-2024,1,0
201550,31-05-2024,1,0
201550,01-06-2024,0,1
201550,02-06-2024,2,0
201550,03-06-2024,2,0
201550,04-06-2024,1,1
201550,05-06-2024,1,0
201550,06-06-2024,1,1
201550,07-06-2024,1,1
201550,08-06-2024,2,0
201550,09-06-2024,0,1
201550,10-06-2024,0,1
201550,11-06-2024,1,0
201550,12-06-2024,1,1
201550,13-06-2024,2,0
201550,14-06-2024,2,0
201550,15-06-2024,2,0
201550,16-06-2024,2,0
201550,17-06-2024,0,1
201550,18-06-2024,2,0
201550,19-06-2024,1,0
201550,20-06-2024,1,0
201550,21-06-2024,0,0
201550,22-06-2024,1,0
201550,23-06-2024,0,0
201550,24-06-2024,1,1
201550,25-06-2024,2,0
201550,26-06-2024,1,1
201550,27-06-2024,1,0
201550,28-06-2024,0,0
201550,29-06-2024,0,0
201550,30-06-2024,0,0
201550,01-07-2024,1,0
201550,02-07-2024,0,0
201550,03-07-2024,0,1
201550,04-07-2024,1,0
201550,05-07-2024,0,0
201550,06-07-2024,0,1
201550,07-07-2024,2,0
201550,08-07-2024,0,1
201550,09-07-2024,1,1
201550,10-07-2024,1,0
201550,11-07-2024,2,0
201550,12-07-2024,1,1
201550,13-07-2024,0,1
201550,14-07-2024,0,0
201550,15-07-2024,1,0
201550,16-07-2024,0,0
201550,17-07-2024,2,1
201550,18-07-2024,0,0
201550,19-07-2024,2,1
201550,20-07-2024,1,1
201550,21-07-2024,1,0
201550,22-07-2024,1,0
201550,23-07-2024,1,1
201550,24-07-2024,0,1
201550,25-07-2024,0,0
201550,26-07-2024,2,1
201550,27-07-2024,2,0
201550,28-07-2024,0,0
201550,29-07-2024,0,1
201550,30-07-2024,1,1
201550,31-07-2024,1,0
201550,01-08-2024,1,0
201550,02-08-2024,1,0
201550,03-08-2024,0,1
201550,04-08-2024,1,0
201550,05-08-2024,1,1
201550,06-08-2024,1,0
201550,07-08-2024,1,1
201550,08-08-2024,1,0
201550,09-08-2024,2,0
201550,10-08-2024,1,1
201550,11-08-2024,1,0
201550,12-08-2024,2,1
201550,13-08-2024,0,0
201550,14-08-2024,2,1
201550,15-08-2024,2,0
201550,16-08-2024,1,0
201550,17-08-2024,0,0
201550,18-08-2024,0,0
201550,19-08-2024,2,1
201550,20-08-2024,2,0
201550,21-08-2024,0,0
201550,22-08-2024,1,0
201550,23-08-2024,0,1
201550,24-08-2024,0,0
201550,25-08-2024,2,1
201550,26-08-2024,2,0
201550,27-08-2024,0,1
201550,28-08-2024,2,0
201550,29-08-2024,0,1
201550,30-08-2024,1,1
201550,31-08-2024,2,0
201550,01-09-2024,1,1
201550,02-09-2024,0,1
201550,03-09-2024,1,0
201550,04-09-2024,1,0
201550,05-09-2024,1,0
201550,06-09-2024,0,1
201550,07-09-2024,0,0
201550,08-09-2024,1,0
201550,09-09-2024,1,0
201550,10-09-2024,1,1
201550,11-09-2024,2,0
201550,12-09-2024,2,1
201550,13-09-2024,2,0
201550,14-09-2024,0,1
201550,15-09-2024,0,0
201550,16-09-2024,2,1
201550,17-09-2024,1,1
201550,18-09-2024,0,1
201550,19-09-2024,2,0
201550,20-09-2024,2,0
201550,21-09-2024,0,0
201550,22-09-2024,1,0
201550,23-09-2024,0,0
201550,24-09-2024,1,1
201550,25-09-2024,1,0
201550,26-09-2024,2,0
201550,27-09-2024,2,0
201550,28-09-2024,1,0
201550,29-09-2024,2,0
201550,30-09-2024,1,1
201550,01-10-2024,0,0
201550,02-10-2024,0,0
201550,03-10-2024,0,1
201550,04-10-2024,2,1
201550,05-10-2024,1,0
201550,06-10-2024,2,0
201550,07-10-2024,2,1
201550,08-10-2024,1,1
201550,09-10-2024,2,1
201550,10-10-2024,2,1
201550,11-10-2024,2,0
201550,12-10-2024,1,1
201550,13-10-2024,1,1
201550,14-10-2024,2,0
201550,15-10-2024,2,1
201550,16-10-2024,1,0
201550,17-10-2024,1,0
201550,18-10-2024,0,1
201550,19-10-2024,2,1
201550,20-10-2024,0,0
201550,21-10-2024,1,1
201550,22-10-2024,0,1
201550,23-10-2024,0,0
201550,24-10-2024,1,0
201550,25-10-2024,1,0
201550,26-10-2024,2,1
201550,27-10-2024,0,1
201550,28-10-2024,2,0
201550,29-10-2024,0,1
201550,30-10-2024,2,1
201550,31-10-2024,0,0
201550,01-11-2024,0,1
201550,02-11-2024,2,1
201550,03-11-2024,2,1
201550,04-11-2024,1,0
201550,05-11-2024,1,0
201550,06-11-2024,1,1
201550,07-11-2024,2,0
201550,08-11-2024,1,0
201550,09-11-2024,1,1
201550,10-11-2024,2,1
201550,11-11-2024,2,0
201550,12-11-2024,0,0
201550,13-11-2024,1,0
201550,14-11-2024,1,0
201550,15-11-2024,2,1
201550,16-11-2024,0,0
201550,17-11-2024,0,0
201550,18-11-2024,2,1
201550,19-11-2024,1,1
201550,20-11-2024,2,0
201550,21-11-2024,1,1
201550,22-11-2024,0,0
201550,23-11-2024,1,0
201550,24-11-2024,2,0
201550,25-11-2024,1,1
201550,26-11-2024,2,1
201550,27-11-2024,1,1
201550,28-11-2024,1,1
201550,29-11-2024,1,0
201550,30-11-2024,2,1
201550,01-12-2024,0,1
201550,02-12-2024,2,1
201550,03-12-2024,1,1
201550,04-12-2024,0,0
201550,05-12-2024,0,1
201550,06-12-2024,0,1
201550,07-12-2024,1,0
201550,08-12-2024,1,0
201550,09-12-2024,2,0
201550,10-12-2024,0,1
201550,11-12-2024,0,0
201550,12-12-2024,1,0
201550,13-12-2024,1,0
201550,14-12-2024,0,0
201550,15-12-2024,0,0
201550,16-12-2024,1,0
201550,17-12-2024,1,1
201550,18-12-2024,1,1
201550,19-12-2024,2,0
201550,20-12-2024,0,1
201550,21-12-2024,0,1
201550,22-12-2024,0,0
201550,23-12-2024,1,0
201550,24-12-2024,1,0
201550,25-12-2024,0,1
201550,26-12-2024,0,1
201550,27-12-2024,1,0
201550,28-12-2024,1,1
201550,29-12-2024,2,1
201550,30-12-2024,2,1
201550,31-12-2024,0,0
201550,01-01-2025,1,1
201550,02-01-2025,1,1
201550,03-01-2025,2,0
201550,04-01-2025,1,1
201550,05-01-2025,0,0
201550,06-01-2025,0,1
201550,07-01-2025,2,0
201550,08-01-2025,2,1
201550,09-01-2025,0,0
201550,10-01-2025,0,1
201550,11-01-2025,2,0
201550,12-01-2025,1,1
201550,13-01-2025,1,0
201550,14-01-2025,0,1
201550,15-01-2025,2,0
201550,16-01-2025,0,0
201550,17-01-2025,0,0
201550,18-01-2025,1,1
201550,19-01-2025,2,0
201550,20-01-2025,0,0
201550,21-01-2025,0,1
201550,22-01-2025,1,0
201550,23-01-2025,1,0
201550,24-01-2025,0,0
201550,25-01-2025,0,1
201550,26-01-2025,2,0
201550,27-01-2025,2,0
201550,28-01-2025,0,1
201550,29-01-2025,2,1
201550,30-01-2025,2,1
201550,31-01-2025,1,1
201550,01-02-2025,2,1
201550,02-02-2025,0,0
201550,03-02-2025,0,0
201550,04-02-2025,0,1
201550,05-02-2025,2,1
201550,06-02-2025,1,0
201550,07-02-2025,2,1
201550,08-02-2025,2,0
201550,09-02-2025,1,0
201550,10-02-2025,0,1
201550,11-02-2025,0,0
201550,12-02-2025,0,1
201550,13-02-2025,1,1
201550,14-02-2025,2,1
201550,15-02-2025,1,0
201550,16-02-2025,1,0
201550,17-02-2025,1,0
201550,18-02-2025,1,1
201550,19-02-2025,1,0
201550,20-02-2025,0,0
201550,21-02-2025,1,0
201550,22-02-2025,2,1
201550,23-02-2025,0,1
201550,24-02-2025,2,0
201550,25-02-2025,0,0
201550,26-02-2025,2,1
201550,27-02-2025,1,0
201550,28-02-2025,1,1
201550,01-03-2025,1,1
201550,02-03-2025,2,1
201550,03-03-2025,2,0
201550,04-03-2025,1,1
201550,05-03-2025,2,0
201550,06-03-2025,2,0
201550,07-03-2025,0,1
201550,08-03-2025,2,1
201550,09-03-2025,1,0
201550,10-03-2025,2,0
201550,11-03-2025,1,0
201550,12-03-2025,2,1
201550,13-03-2025,0,0
201550,14-03-2025,1,1
201550,15-03-2025,2,1
201550,16-03-2025,1,1
201550,17-03-2025,0,1
201550,18-03-2025,0,1
201550,19-03-2025,1,1
201550,20-03-2025,1,0
201550,21-03-2025,2,0
201550,22-03-2025,2,0
201550,23-03-2025,2,0
201550,24-03-2025,0,0
201550,25-03-2025,0,0
201550,26-03-2025,2,0
201550,27-03-2025,1,0
201550,28-03-2025,2,1
201550,29-03-2025,0,1
201550,30-03-2025,0,1
201550,31-03-2025,0,0
201550,01-04-2025,2,1
201550,02-04-2025,0,1
201550,03-04-2025,1,0
201550,04-04-2025,2,1
201550,05-04-2025,1,1
201550,06-04-2025,2,0
201550,07-04-2025,2,1
201550,08-04-2025,0,0
201550,09-04-2025,1,0
201550,10-04-2025,2,0
201550,11-04-2025,1,0
201550,12-04-2025,2,0
201550,13-04-2025,2,1
201550,14-04-2025,1,1
201550,15-04-2025,1,1
201550,16-04-2025,2,0
201550,17-04-2025,1,0
201550,18-04-2025,1,1
201550,19-04-2025,1,1
201550,20-04-2025,1,1
201550,21-04-2025,0,1
201550,22-04-2025,0,0
201550,23-04-2025,1,1
201550,24-04-2025,2,0
201550,25-04-2025,0,1
201550,26-04-2025,1,0
201550,27-04-2025,1,0
201550,28-04-2025,0,1
201550,29-04-2025,2,0
201550,30-04-2025,2,0
201550,01-05-2025,2,0
201550,02-05-2025,2,1
201550,03-05-2025,0,0
201550,04-05-2025,2,1
201550,05-05-2025,1,0
201550,06-05-2025,2,1
201550,07-05-2025,1,1
201550,08-05-2025,0,0
201550,09-05-2025,0,1
201550,10-05-2025,2,1
201550,11-05-2025,1,0
201550,12-05-2025,1,1
201550,13-05-2025,0,0
201550,14-05-2025,1,1
201550,15-05-2025,0,1
201550,16-05-2025,0,1
201550,17-05-2025,0,1
201550,18-05-2025,2,1
201550,19-05-2025,2,0
201550,20-05-2025,1,1
201550,21-05-2025,2,1
201550,22-05-2025,1,1
201550,23-05-2025,0,1
201550,24-05-2025,0,0
201550,25-05-2025,0,0
201550,26-05-2025,1,0
201550,27-05-2025,2,0
201550,28-05-2025,2,0
201550,29-05-2025,0,1
201550,30-05-2025,0,1
201550,31-05-2025,0,1
201550,01-06-2025,1,0
201550,02-06-2025,2,1
201550,03-06-2025,2,1
201550,04-06-2025,0,0
201550,05-06-2025,0,1
201550,06-06-2025,0,1
201550,07-06-2025,1,1
201550,08-06-2025,1,1
201550,09-06-2025,2,0
201550,10-06-2025,0,1
201550,11-06-2025,1,1
201550,12-06-2025,0,1
201550,13-06-2025,1,1
201550,14-06-2025,1,1
201550,15-06-2025,2,1
201550,16-06-2025,2,1
201550,17-06-2025,0,0
201550,18-06-2025,0,1
201550,19-06-2025,2,1
201550,20-06-2025,1,1
201550,21-06-2025,2,1
201550,22-06-2025,2,0
201550,23-06-2025,2,1
201550,24-06-2025,1,0
201550,25-06-2025,0,0
201550,26-06-2025,2,1
201550,27-06-2025,0,1
201550,28-06-2025,1,0
201550,29-06-2025,1,0
201550,30-06-2025,1,1
201550,01-07-2025,2,0
201550,02-07-2025,1,1
201550,03-07-2025,0,0
201550,04-07-2025,0,0
201550,05-07-2025,2,1
201550,06-07-2025,1,1
201550,07-07-2025,1,0
201550,08-07-2025,2,1
201550,09-07-2025,0,1
201550,10-07-2025,0,0
201550,11-07-2025,1,1
201550,12-07-2025,2,1
201550,13-07-2025,0,0
201550,14-07-2025,0,0
201550,15-07-2025,0,0
201550,16-07-2025,0,1
201550,17-07-2025,0,0
201550,18-07-2025,1,0
201550,19-07-2025,2,1
201550,20-07-2025,1,0
201550,21-07-2025,1,0
201550,22-07-2025,0,1
201550,23-07-2025,2,1
201550,24-07-2025,0,0
201550,25-07-2025,1,1
201550,26-07-2025,1,0
201550,27-07-2025,0,1
201550,28-07-2025,0,1
201550,29-07-2025,0,1
201550,30-07-2025,1,0
201550,31-07-2025,1,1
201550,01-08-2025,1,1
201550,02-08-2025,1,0
201550,03-08-2025,2,1
201550,04-08-2025,1,1
201550,05-08-2025,1,0
201550,06-08-2025,1,0
201550,07-08-2025,1,0
201550,08-08-2025,0,0
201550,09-08-2025,0,1
201550,10-08-2025,1,1
201550,11-08-2025,2,1
201550,12-08-2025,0,0
201550,13-08-2025,0,1
201550,14-08-2025,0,1
201550,15-08-2025,2,0
201550,16-08-2025,2,1
201550,17-08-2025,1,1
201550,18-08-2025,1,1
201550,19-08-2025,1,1
201550,20-08-2025,1,1
201550,21-08-2025,0,1
201550,22-08-2025,0,0
201550,23-08-2025,1,1
201550,24-08-2025,0,0
201550,25-08-2025,0,0
201550,26-08-2025,0,1
201550,27-08-2025,0,0
201550,28-08-2025,2,1
201550,29-08-2025,1,0
201550,30-08-2025,2,0
201550,31-08-2025,0,1
201550,01-09-2025,0,0
201550,02-09-2025,1,0
201550,03-09-2025,2,0
201550,04-09-2025,0,0
201550,05-09-2025,0,0
201550,06-09-2025,2,1
201550,07-09-2025,2,0
201550,08-09-2025,1,1
201550,09-09-2025,1,0
201550,10-09-2025,1,0
201550,11-09-2025,2,0
201550,12-09-2025,1,0
201550,13-09-2025,2,0
201550,14-09-2025,2,1
201550,15-09-2025,1,1
201550,16-09-2025,0,1
201550,17-09-2025,1,1
201550,18-09-2025,1,0
201550,19-09-2025,1,1
201550,20-09-2025,2,1
201550,21-09-2025,0,1
201550,22-09-2025,0,1
201550,23-09-2025,0,1
