order_id,customer_id,order_date,promised_delivery_time,actual_delivery_time,delivery_status,order_total,payment_method,delivery_partner_id,store_id
3144468812,40010392,2023-10-19 14:20:51,2023-10-19 14:30:51,2023-10-19 14:33:51,On Time,280.32,UPI,12333,5487618348
4914116817,53790393,2025-02-09 18:21:36,2025-02-09 18:32:36,2025-02-09 18:31:36,On Time,922.44,Wallet,63216,1999889352
7247346786,55198053,2024-07-25 00:01:43,2024-07-25 00:12:43,2024-07-25 00:22:43,Slightly Delayed,3401.22,UPI,68764,3218830692
5025845984,15121021,2023-03-11 23:38:08,2023-03-11 23:50:08,2023-03-11 23:50:08,On Time,1744.13,Wallet,10083,9977590417
494185217,85493600,2024-08-13 19:03:40,2024-08-13 19:23:40,2024-08-13 19:28:40,On Time,1155.98,Cash,62015,3672341596
3209159169,72425987,2023-02-23 12:17:59,2023-02-23 12:31:59,2023-02-23 12:34:59,On Time,4646.04,Card,6921,1998084501
9365778969,2671648,2025-10-20 21:37:30,2025-10-20 21:48:30,2025-10-20 21:45:30,On Time,2865.04,Cash,74304,9276676704
9709173476,50902428,2025-05-15 04:26:23,2025-05-15 04:43:23,2025-05-15 04:46:23,On Time,2663.56,Wallet,60966,1658140794
1736691823,13290305,2024-07-20 01:45:36,2024-07-20 01:57:36,2024-07-20 02:15:36,Significantly Delayed,3209.19,UPI,77408,5172309008
764690702,3120362,2025-03-21 20:32:26,2025-03-21 20:48:26,2025-03-21 20:45:26,On Time,3827.61,Card,9265,2524718737
7593471025,4686595,2024-07-17 11:55:19,2024-07-17 12:06:19,2024-07-17 12:21:19,Slightly Delayed,1520.95,Card,84898,5721033370
9853270521,17468859,2023-02-13 22:42:15,2023-02-13 22:53:15,2023-02-13 22:52:15,On Time,3454.38,UPI,78321,8674256936
4288529188,34198966,2024-08-23 22:40:34,2024-08-23 22:52:34,2024-08-23 22:51:34,On Time,2774.14,UPI,47827,5245584334
3154879255,98054051,2023-07-10 21:35:22,2023-07-10 21:53:22,2023-07-10 21:57:22,On Time,5524.03,Wallet,2877,4513066756
8120837867,30622634,2023-08-27 11:55:05,2023-08-27 12:07:05,2023-08-27 12:03:05,On Time,2874.04,Wallet,32879,2754131382
5408470302,22738935,2024-06-27 01:18:28,2024-06-27 01:38:28,2024-06-27 01:34:28,On Time,1608.12,Wallet,18832,4756207588
6346754924,35066676,2025-01-02 00:24:29,2025-01-02 00:40:29,2025-01-02 00:37:29,On Time,3427.94,UPI,43245,9849303964
5731804243,31521572,2023-10-25 20:24:18,2023-10-25 20:36:18,2023-10-25 21:04:18,Significantly Delayed,2355.9,Cash,90280,4213560996
7619720404,63548908,2024-07-19 15:04:44,2024-07-19 15:21:44,2024-07-19 15:24:44,On Time,343.72,UPI,93626,4273480247
1308703406,91338431,2025-03-31 04:35:46,2025-03-31 04:51:46,2025-03-31 04:55:46,On Time,604.35,Card,84000,1173985007
864738378,28588211,2024-01-10 07:14:09,2024-01-10 07:32:09,2024-01-10 07:31:09,On Time,3232.39,UPI,99140,1476248115
9783493265,43236215,2025-09-29 20:29:23,2025-09-29 20:48:23,2025-09-29 20:46:23,On Time,813.76,Cash,16060,8033934877
2802500783,29420077,2024-06-09 02:06:12,2024-06-09 02:19:12,2024-06-09 02:14:12,On Time,4314.38,UPI,17057,8973272548
8625144136,40496044,2025-12-20 04:15:10,2025-12-20 04:30:10,2025-12-20 04:52:10,Significantly Delayed,683.35,Card,37791,9541762331
1152931405,3709894,2025-12-13 14:05:44,2025-12-13 14:19:44,2025-12-13 14:19:44,On Time,5239.28,Cash,34746,5224917685
7480454899,42430271,2024-09-30 11:44:17,2024-09-30 11:58:17,2024-09-30 12:08:17,Slightly Delayed,2207.68,UPI,54487,748906041
4395520324,67226473,2023-03-10 12:15:52,2023-03-10 12:30:52,2023-03-10 12:25:52,On Time,3369.87,Wallet,3993,5517522423
2754558974,68390491,2024-09-21 23:59:06,2024-09-22 00:17:06,2024-09-22 00:14:06,On Time,2087.62,Wallet,97040,4401385028
4650318593,2493076,2023-12-15 11:37:05,2023-12-15 11:53:05,2023-12-15 11:52:05,On Time,1955.04,Card,18477,7739436358
5572716475,23215782,2024-01-30 09:10:25,2024-01-30 09:26:25,2024-01-30 09:55:25,Significantly Delayed,3564.45,Cash,74996,9472229388
2734329324,84803951,2023-05-25 20:07:35,2023-05-25 20:18:35,2023-05-25 20:14:35,On Time,2321.76,Cash,41583,3092801051
442836181,14788468,2025-07-31 22:44:51,2025-07-31 22:57:51,2025-07-31 23:01:51,On Time,1081.01,Card,5354,6633015028
7312766372,78110713,2023-01-20 09:51:09,2023-01-20 10:02:09,2023-01-20 10:04:09,On Time,3251.22,UPI,59770,5774680491
7778959162,196960,2024-11-11 10:30:51,2024-11-11 10:41:51,2024-11-11 10:56:51,Slightly Delayed,3802.04,Cash,92223,5612044181
4251165351,89114310,2023-10-24 07:10:48,2023-10-24 07:29:48,2023-10-24 07:31:48,On Time,722.88,Cash,74687,7160816768
5848721367,56352167,2023-12-03 05:44:49,2023-12-03 06:04:49,2023-12-03 06:06:49,On Time,1772.88,Cash,34591,1356806992
6445426132,18600257,2025-07-05 22:27:32,2025-07-05 22:45:32,2025-07-05 22:49:32,On Time,615.25,UPI,29449,9530179623
5530861970,5795075,2025-07-19 15:16:28,2025-07-19 15:30:28,2025-07-19 15:35:28,On Time,973.53,Wallet,35750,920323675
5642505097,56925389,2024-12-14 23:43:03,2024-12-14 23:59:03,2024-12-15 00:11:03,Slightly Delayed,1818.21,UPI,22019,8208469502
7617232490,54122431,2025-10-18 04:50:52,2025-10-18 05:02:52,2025-10-18 05:00:52,On Time,1099.86,UPI,20396,1860026814
1276965544,29799101,2024-12-17 03:04:49,2024-12-17 03:22:49,2024-12-17 03:34:49,Slightly Delayed,1535.55,Card,98670,6399961136
4516640761,43824604,2025-10-19 01:47:57,2025-10-19 02:01:57,2025-10-19 02:04:57,On Time,3276.54,UPI,38390,1945914259
6511387030,24664544,2023-12-19 03:54:23,2023-12-19 04:06:23,2023-12-19 04:35:23,Significantly Delayed,1196.24,Cash,70828,4414034851
2181170344,96689698,2023-03-30 02:34:48,2023-03-30 02:52:48,2023-03-30 02:51:48,On Time,2177.23,Cash,98339,8358239378
4053593539,32217810,2025-07-10 12:15:18,2025-07-10 12:33:18,2025-07-10 12:46:18,Slightly Delayed,3546.58,Card,92969,814529194
5550783056,71198670,2024-07-23 02:45:22,2024-07-23 03:03:22,2024-07-23 03:05:22,On Time,4100.76,Card,75271,943267985
8253247187,50034917,2024-05-02 06:01:12,2024-05-02 06:19:12,2024-05-02 06:15:12,On Time,386.99,UPI,78257,2157573790
9471369897,14669118,2023-06-03 06:59:28,2023-06-03 07:18:28,2023-06-03 07:21:28,On Time,4517.26,Card,348,1028498257
1805960522,44368343,2023-08-07 06:24:32,2023-08-07 06:36:32,2023-08-07 06:32:32,On Time,1204.98,Cash,27598,7349704101
9784099099,17443239,2025-07-06 14:07:57,2025-07-06 14:24:57,2025-07-06 14:37:57,Slightly Delayed,2195.05,Card,5725,5886884646
2462223713,28865895,2024-07-23 19:50:15,2024-07-23 20:02:15,2024-07-23 20:11:15,Slightly Delayed,1265.91,Card,92828,5727208727
9552378210,25331530,2025-05-03 00:32:16,2025-05-03 00:43:16,2025-05-03 00:48:16,On Time,2037.32,UPI,58803,9979949507
4235469622,29519848,2024-03-16 05:11:55,2024-03-16 05:31:55,2024-03-16 05:31:55,On Time,2716.03,Cash,35766,1614011548
4047652846,24251209,2024-01-12 20:09:11,2024-01-12 20:28:11,2024-01-12 20:32:11,On Time,3895.33,Card,94551,896413322
7072837767,43932131,2024-08-12 07:07:04,2024-08-12 07:24:04,2024-08-12 07:21:04,On Time,3477.62,UPI,29698,3215678678
7723842506,15693565,2025-06-03 16:32:50,2025-06-03 16:48:50,2025-06-03 16:45:50,On Time,1061.66,UPI,34555,8480884344
9407510150,72782125,2025-12-03 15:32:52,2025-12-03 15:43:52,2025-12-03 15:52:52,Slightly Delayed,4024.71,Wallet,36268,6145505295
9691358310,73652035,2024-01-31 19:41:14,2024-01-31 19:51:14,2024-01-31 20:04:14,Slightly Delayed,2389.41,UPI,88399,6115805905
5632463145,90864617,2024-12-13 15:15:33,2024-12-13 15:27:33,2024-12-13 15:28:33,On Time,1579.64,Cash,24327,1694770093
5609812355,24647751,2023-12-13 10:55:02,2023-12-13 11:06:02,2023-12-13 11:17:02,Slightly Delayed,4019.52,Wallet,89634,4738255817
5512617090,3018047,2025-08-15 21:46:04,2025-08-15 21:56:04,2025-08-15 21:55:04,On Time,3493.46,Cash,47322,5687070737
1135946844,69661546,2023-01-16 09:52:53,2023-01-16 10:05:53,2023-01-16 10:01:53,On Time,5104.92,Cash,66236,9434097249
3490318709,13923411,2025-10-27 13:02:00,2025-10-27 13:17:00,2025-10-27 13:25:00,Slightly Delayed,1491.67,UPI,47536,6526653549
4240075397,22876840,2024-09-11 14:12:18,2024-09-11 14:29:18,2024-09-11 14:44:18,Slightly Delayed,144.34,UPI,85605,3297622305
1165968701,23074140,2024-05-02 20:38:43,2024-05-02 20:50:43,2024-05-02 20:47:43,On Time,617.38,UPI,3332,4130361161
7371412416,51375566,2023-11-11 02:03:17,2023-11-11 02:19:17,2023-11-11 02:29:17,Slightly Delayed,1458.19,Wallet,73740,8976911130
9123807667,78619894,2025-08-25 07:06:57,2025-08-25 07:20:57,2025-08-25 07:25:57,On Time,419.53,Wallet,22358,4843339049
1896814539,15165135,2024-12-07 02:16:21,2024-12-07 02:35:21,2024-12-07 02:31:21,On Time,719.24,Wallet,53484,8197758863
5944542618,34158095,2024-02-29 22:15:44,2024-02-29 22:29:44,2024-02-29 22:38:44,Slightly Delayed,3735.64,UPI,2217,9936523228
7850220688,43384104,2024-12-10 19:02:45,2024-12-10 19:19:45,2024-12-10 19:17:45,On Time,2752.18,Card,21263,7468154839
2082445000,38112055,2024-12-22 01:27:26,2024-12-22 01:47:26,2024-12-22 01:52:26,On Time,3116.79,Card,60147,8011701917
9872882754,6101114,2023-10-24 16:16:41,2023-10-24 16:36:41,2023-10-24 16:34:41,On Time,2196.55,Card,14365,9707731859
745905638,57583636,2023-01-18 20:13:14,2023-01-18 20:25:14,2023-01-18 20:33:14,Slightly Delayed,1289.2,Cash,29973,4543217776
6961931889,43567508,2023-08-11 06:37:21,2023-08-11 06:48:21,2023-08-11 06:50:21,On Time,1869.08,Wallet,13890,9793291846
9327078167,70631994,2024-05-02 17:55:38,2024-05-02 18:15:38,2024-05-02 18:37:38,Significantly Delayed,1618.34,Card,97288,8753113324
1523418247,40372654,2024-02-16 13:49:44,2024-02-16 14:08:44,2024-02-16 14:04:44,On Time,1240.01,Cash,74820,4126948513
9738626576,947489,2025-12-07 11:24:32,2025-12-07 11:41:32,2025-12-07 11:59:32,Significantly Delayed,2860.78,UPI,64217,2729473711
5398212395,28348383,2023-12-18 16:14:28,2023-12-18 16:31:28,2023-12-18 16:33:28,On Time,2781.54,UPI,46730,2969249124
7615247922,64165703,2023-11-07 03:47:07,2023-11-07 04:04:07,2023-11-07 04:06:07,On Time,4717.37,Wallet,96161,6395801091
2713503655,51710465,2025-08-13 11:55:25,2025-08-13 12:11:25,2025-08-13 12:11:25,On Time,4365.41,Wallet,81874,7383159751
1097883787,34041085,2025-03-16 19:44:40,2025-03-16 19:55:40,2025-03-16 19:57:40,On Time,2544.14,Card,26057,5845266873
4112138992,63361285,2023-03-24 09:25:17,2023-03-24 09:36:17,2023-03-24 09:35:17,On Time,3705.25,Wallet,3584,7432169278
447958473,40233092,2023-01-30 23:17:15,2023-01-30 23:28:15,2023-01-30 23:27:15,On Time,1905.33,UPI,27165,1958244531
4175462915,70045230,2024-03-23 19:50:39,2024-03-23 20:05:39,2024-03-23 20:15:39,Slightly Delayed,2553.08,Card,86085,8610329687
570864840,22734030,2023-01-24 00:17:22,2023-01-24 00:36:22,2023-01-24 00:39:22,On Time,2180.92,UPI,43708,3798451417
3417233457,84803951,2023-04-30 01:06:25,2023-04-30 01:18:25,2023-04-30 01:21:25,On Time,3206.9,Card,13427,3425690333
7606407623,61262031,2024-12-23 14:30:38,2024-12-23 14:49:38,2024-12-23 14:44:38,On Time,813.4,Cash,37556,1764379188
1820626922,21829197,2023-11-06 04:20:11,2023-11-06 04:39:11,2023-11-06 04:59:11,Significantly Delayed,3988.56,Card,2000,2199613469
2207921264,4322078,2025-02-24 08:37:42,2025-02-24 08:56:42,2025-02-24 09:01:42,On Time,3186.73,Card,97329,3039312567
3592351289,76590413,2024-07-15 17:15:19,2024-07-15 17:31:19,2024-07-15 17:26:19,On Time,4982.72,Cash,62587,3364173584
641900260,55757543,2023-09-10 13:24:00,2023-09-10 13:34:00,2023-09-10 13:39:00,On Time,3816.03,UPI,59781,1172346470
5419088751,88630009,2023-02-11 21:40:06,2023-02-11 21:55:06,2023-02-11 22:00:06,On Time,2482.52,Wallet,35144,8063560670
1518594702,66811860,2024-10-02 10:50:55,2024-10-02 11:05:55,2024-10-02 11:05:55,On Time,2597.67,UPI,99292,4030002121
2783792053,33512678,2025-02-12 04:19:12,2025-02-12 04:29:12,2025-02-12 04:24:12,On Time,3846.14,UPI,88354,2622782465
4925575033,11395851,2024-09-27 09:32:27,2024-09-27 09:46:27,2024-09-27 09:58:27,Slightly Delayed,1025.0,Cash,2652,589082069
6575138807,31695293,2025-02-13 02:24:43,2025-02-13 02:43:43,2025-02-13 02:45:43,On Time,3801.74,UPI,96829,6484163663
4952229084,15717605,2024-11-06 08:50:32,2024-11-06 09:09:32,2024-11-06 09:15:32,Slightly Delayed,1526.88,Cash,35214,3244670747
437600598,88344806,2024-09-01 02:34:30,2024-09-01 02:53:30,2024-09-01 03:12:30,Significantly Delayed,1160.15,Cash,98068,6851110282
4707698745,98661455,2024-07-23 20:14:03,2024-07-23 20:26:03,2024-07-23 20:53:03,Significantly Delayed,1614.71,UPI,57135,7494038568
1301505930,81216433,2025-06-04 10:56:07,2025-06-04 11:09:07,2025-06-04 11:04:07,On Time,139.75,Card,62541,5627717252
5104032854,41882455,2023-02-08 07:12:17,2023-02-08 07:26:17,2023-02-08 07:35:17,Slightly Delayed,1391.48,Wallet,66152,5805365014
1553903197,41551277,2025-07-15 03:16:30,2025-07-15 03:29:30,2025-07-15 03:28:30,On Time,1960.79,UPI,10100,6452102429
6067180060,86907971,2023-08-02 03:38:10,2023-08-02 03:57:10,2023-08-02 03:52:10,On Time,296.29,UPI,64703,3910243440
6726948264,91071278,2025-03-30 21:40:17,2025-03-30 22:00:17,2025-03-30 21:56:17,On Time,1464.8,Card,66801,4478455880
6368796957,81765741,2024-04-18 07:05:20,2024-04-18 07:24:20,2024-04-18 07:22:20,On Time,1817.1,UPI,54955,9632555422
3267646051,29033525,2024-06-03 21:17:50,2024-06-03 21:31:50,2024-06-03 21:34:50,On Time,2339.57,Wallet,76529,3568950461
71353233,76909771,2024-07-06 02:58:04,2024-07-06 03:18:04,2024-07-06 03:27:04,Slightly Delayed,3927.65,UPI,43624,8462173264
1026950968,3390859,2023-03-25 16:29:09,2023-03-25 16:46:09,2023-03-25 17:08:09,Significantly Delayed,3698.49,Card,50964,6393388960
4001539738,60149311,2023-07-21 21:25:32,2023-07-21 21:40:32,2023-07-21 21:36:32,On Time,3264.51,Wallet,39469,4674407035
1219123415,33538511,2023-08-21 18:30:22,2023-08-21 18:43:22,2023-08-21 18:46:22,On Time,2405.84,Wallet,39076,2883334343
845198818,5087009,2023-06-10 15:29:24,2023-06-10 15:39:24,2023-06-10 15:38:24,On Time,1677.45,Wallet,61686,7391974667
5663322312,31609126,2024-03-02 19:29:08,2024-03-02 19:44:08,2024-03-02 19:47:08,On Time,1235.68,Cash,95700,9895156040
5157790449,20962027,2025-09-20 15:49:55,2025-09-20 16:04:55,2025-09-20 16:02:55,On Time,4110.76,UPI,67860,574217016
1153387229,37649632,2025-01-07 06:28:48,2025-01-07 06:46:48,2025-01-07 06:42:48,On Time,961.98,Wallet,87534,3332127313
435387759,86252356,2024-09-04 04:42:44,2024-09-04 05:01:44,2024-09-04 05:05:44,On Time,1091.63,Wallet,92647,8838319070
6140700888,51516232,2023-06-02 09:51:06,2023-06-02 10:05:06,2023-06-02 10:14:06,Slightly Delayed,3730.9,Cash,85723,6907278828
7219459629,61347464,2025-01-06 20:43:00,2025-01-06 21:01:00,2025-01-06 21:11:00,Slightly Delayed,88.44,Cash,253,4105947437
5365909345,38083278,2024-07-23 19:54:37,2024-07-23 20:11:37,2024-07-23 20:12:37,On Time,2522.03,UPI,44599,8264195129
2035482537,24586469,2024-10-12 05:13:53,2024-10-12 05:26:53,2024-10-12 05:31:53,On Time,2292.0,UPI,31787,3268598323
5501115321,56818278,2023-11-29 13:06:25,2023-11-29 13:19:25,2023-11-29 13:27:25,Slightly Delayed,230.69,UPI,52271,9458271101
8584031989,72495869,2023-03-30 22:32:04,2023-03-30 22:50:04,2023-03-30 23:07:04,Significantly Delayed,105.85,Cash,67636,5711963751
6942195530,53548916,2025-05-30 03:43:13,2025-05-30 03:58:13,2025-05-30 03:59:13,On Time,1441.93,UPI,3585,772074803
1229717658,96239161,2023-03-13 17:05:50,2023-03-13 17:15:50,2023-03-13 17:18:50,On Time,5524.1,Cash,41017,4342735745
2454526825,2645126,2023-07-21 19:02:27,2023-07-21 19:14:27,2023-07-21 19:15:27,On Time,5047.53,Cash,9796,7874829434
1038289745,9328072,2024-07-31 05:28:30,2024-07-31 05:47:30,2024-07-31 05:53:30,Slightly Delayed,1287.1,UPI,9978,3156707869
9894509061,75006026,2024-02-17 09:08:48,2024-02-17 09:26:48,2024-02-17 09:21:48,On Time,1105.91,Cash,86863,9993997140
7862264964,61798809,2024-06-03 13:07:41,2024-06-03 13:22:41,2024-06-03 13:19:41,On Time,2935.65,Card,12271,3569762748
5208676589,48132125,2025-06-19 11:49:07,2025-06-19 12:03:07,2025-06-19 12:18:07,Slightly Delayed,921.28,Cash,96420,8071915144
2372792805,67698393,2024-07-30 16:05:38,2024-07-30 16:16:38,2024-07-30 16:17:38,On Time,3909.57,Wallet,93459,2259633514
8044547460,78461454,2024-07-08 22:05:37,2024-07-08 22:21:37,2024-07-08 22:46:37,Significantly Delayed,3912.65,Wallet,28020,3961093962
127953348,42379436,2023-03-14 10:29:55,2023-03-14 10:46:55,2023-03-14 10:50:55,On Time,1729.45,Wallet,45024,6647729694
5411595707,28408179,2025-06-12 16:07:36,2025-06-12 16:26:36,2025-06-12 16:44:36,Significantly Delayed,1129.78,Cash,29804,108533878
8195236385,14669118,2024-06-05 05:59:34,2024-06-05 06:13:34,2024-06-05 06:37:34,Significantly Delayed,132.28,Wallet,55495,5263121103
51767168,32040139,2025-02-26 13:09:54,2025-02-26 13:23:54,2025-02-26 13:24:54,On Time,343.72,Card,44161,1968062496
3356039880,38287256,2025-06-22 23:50:40,2025-06-23 00:04:40,2025-06-22 23:59:40,On Time,3141.36,Wallet,55584,5993643342
820517276,14980274,2023-07-27 05:24:31,2023-07-27 05:39:31,2023-07-27 05:35:31,On Time,2332.25,Cash,4591,5679667489
3354870757,51249113,2024-05-16 13:31:15,2024-05-16 13:50:15,2024-05-16 13:48:15,On Time,2401.2,Cash,50808,4971094343
7879608372,85447669,2025-07-02 03:22:53,2025-07-02 03:36:53,2025-07-02 03:39:53,On Time,1056.06,Cash,93086,867703283
7457856964,44498320,2024-11-12 17:25:41,2024-11-12 17:43:41,2024-11-12 17:46:41,On Time,3872.02,Cash,12482,3114448182
4574110283,40372654,2023-09-23 06:32:35,2023-09-23 06:49:35,2023-09-23 06:48:35,On Time,3881.29,Card,33892,500596388
9708127307,55087691,2024-10-07 09:32:41,2024-10-07 09:48:41,2024-10-07 09:59:41,Slightly Delayed,2273.54,Cash,47345,2223207134
20275600,27380391,2025-02-13 11:34:23,2025-02-13 11:52:23,2025-02-13 11:48:23,On Time,3155.09,Card,63215,9433048977
4861187240,68068065,2023-11-19 01:42:21,2023-11-19 02:01:21,2023-11-19 02:14:21,Slightly Delayed,3823.47,Wallet,5668,7837465972
8222216295,64460465,2025-05-06 01:16:28,2025-05-06 01:31:28,2025-05-06 01:46:28,Slightly Delayed,2128.14,UPI,61286,853122023
4943487215,75230150,2025-01-18 07:25:38,2025-01-18 07:39:38,2025-01-18 07:42:38,On Time,2515.95,UPI,26536,3918612120
5526400598,95714829,2023-05-16 14:22:07,2023-05-16 14:35:07,2023-05-16 14:37:07,On Time,2607.55,Card,77104,2819769894
3075742139,78209959,2023-08-09 02:21:56,2023-08-09 02:33:56,2023-08-09 02:29:56,On Time,1502.15,UPI,90287,6013863307
8617047967,41113222,2025-12-13 21:46:07,2025-12-13 22:05:07,2025-12-13 22:04:07,On Time,1629.33,Cash,99968,6417993711
1402451692,40519928,2025-06-22 08:25:42,2025-06-22 08:43:42,2025-06-22 08:43:42,On Time,875.22,Cash,30214,2547478471
9008182969,46777714,2023-07-08 08:12:32,2023-07-08 08:29:32,2023-07-08 08:32:32,On Time,3891.67,UPI,51996,2672677245
6772606524,48732345,2024-10-12 15:47:25,2024-10-12 16:00:25,2024-10-12 16:20:25,Significantly Delayed,486.25,Cash,38,5239413934
9434853266,19316986,2025-12-21 23:18:32,2025-12-21 23:37:32,2025-12-21 23:36:32,On Time,733.9,Wallet,32827,8641940712
9610474714,25982970,2024-08-03 07:21:24,2024-08-03 07:35:24,2024-08-03 07:40:24,On Time,332.6,Cash,98860,1585858069
361071213,51979833,2023-03-14 18:32:09,2023-03-14 18:43:09,2023-03-14 19:05:09,Significantly Delayed,3276.68,Cash,92811,2126565653
3388858388,36590943,2024-02-16 12:00:03,2024-02-16 12:20:03,2024-02-16 12:20:03,On Time,83.04,UPI,86031,1479584240
5776883920,49708258,2024-01-26 22:11:40,2024-01-26 22:26:40,2024-01-26 22:25:40,On Time,1415.32,Card,66242,434623756
5053179468,58739885,2023-02-22 12:08:59,2023-02-22 12:20:59,2023-02-22 12:29:59,Slightly Delayed,4286.89,Card,9844,3466214420
5014622006,35533198,2025-01-20 22:55:17,2025-01-20 23:07:17,2025-01-20 23:32:17,Significantly Delayed,1148.97,UPI,79951,4010084195
1600163907,69889689,2023-07-15 11:35:30,2023-07-15 11:52:30,2023-07-15 12:04:30,Slightly Delayed,3107.06,Cash,89793,4284279199
6808881597,7488246,2025-12-23 14:24:53,2025-12-23 14:37:53,2025-12-23 14:36:53,On Time,4108.86,Card,38832,8252538949
1347066782,5170813,2023-10-23 12:03:52,2023-10-23 12:14:52,2023-10-23 12:29:52,Slightly Delayed,1933.92,Cash,53694,8779423258
94107130,37490689,2024-04-10 09:02:58,2024-04-10 09:21:58,2024-04-10 09:22:58,On Time,2385.85,Wallet,13989,7339991106
9828431505,28368083,2024-07-06 04:10:49,2024-07-06 04:29:49,2024-07-06 04:31:49,On Time,2811.29,UPI,5266,4785992128
6250330118,29808929,2025-06-12 14:13:44,2025-06-12 14:33:44,2025-06-12 14:39:44,Slightly Delayed,2725.2,UPI,50500,60485173
1993338119,93595285,2023-07-24 08:34:14,2023-07-24 08:49:14,2023-07-24 08:46:14,On Time,2085.6,Wallet,36970,1344148201
2297985504,65880802,2024-04-02 03:44:27,2024-04-02 04:03:27,2024-04-02 04:05:27,On Time,2646.11,Cash,78415,8786374600
4596613736,54558143,2023-10-29 06:45:56,2023-10-29 06:55:56,2023-10-29 06:50:56,On Time,2907.55,Wallet,95642,9478202573
5261916435,44327711,2025-08-21 03:32:17,2025-08-21 03:52:17,2025-08-21 03:53:17,On Time,1229.06,Card,22051,4223032523
4682676731,63660575,2024-10-19 03:47:55,2024-10-19 04:05:55,2024-10-19 04:00:55,On Time,3240.41,Wallet,18898,9707368670
5233610328,31149918,2025-09-08 18:32:15,2025-09-08 18:47:15,2025-09-08 18:55:15,Slightly Delayed,2898.95,Card,69656,7235655605
9122561763,18377097,2024-01-05 07:07:42,2024-01-05 07:23:42,2024-01-05 07:51:42,Significantly Delayed,1341.25,Card,77046,2571814885
5623611338,9697026,2024-08-31 01:31:56,2024-08-31 01:44:56,2024-08-31 01:47:56,On Time,1491.08,Wallet,33905,9263109173
1731531302,77146788,2025-04-25 07:34:18,2025-04-25 07:49:18,2025-04-25 08:08:18,Significantly Delayed,4092.83,UPI,40285,9826357224
225885841,53012058,2023-08-22 09:02:35,2023-08-22 09:21:35,2023-08-22 09:28:35,Slightly Delayed,3969.48,Card,12916,6942822918
7288876192,25555822,2025-06-25 18:20:03,2025-06-25 18:31:03,2025-06-25 18:39:03,Slightly Delayed,3762.82,Card,62463,973221111
