campaign_id,campaign_name,date,target_audience,channel,impressions,clicks,conversions,spend,revenue_generated,roas
291538,Email Campaign,2023-01-04,All,Social Media,925,192,73,55.36,197.76,3.64
407795,Referral Program,2023-01-04,All,App,493,87,33,66.78,451.17,3.69
119595,New User Discount,2023-01-05,New Users,Email,431,224,48,56.75,456.52,2.27
715567,Weekend Special,2023-01-05,New Users,Social Media,748,114,68,67.66,167.26,1.75
787621,Festival Offer,2023-01-05,Premium,App,559,296,28,50.72,199.98,2.19
360084,Flash Sale,2023-01-05,Inactive,Social Media,632,190,44,64.49,244.52,2.55
929729,Membership Drive,2023-01-05,Inactive,SMS,504,103,25,89.94,242.54,3.84
81386,Category Promotion,2023-01-05,Premium,SMS,616,94,50,71.97,465.08,2.38
189838,App Push Notification,2023-01-05,Inactive,Email,759,210,78,89.71,301.37,2.45
297241,Email Campaign,2023-01-05,Premium,App,551,265,99,70.37,157.28,2.22
176748,Referral Program,2023-01-05,All,Email,960,104,71,58.88,304.84,3.63
545441,New User Discount,2023-01-06,All,Email,479,52,66,85.4,173.63,2.26
446875,Weekend Special,2023-01-06,New Users,Social Media,488,59,22,64.02,117.31,1.77
148793,Festival Offer,2023-01-06,New Users,Social Media,492,136,32,69.48,104.56,2.23
252279,Flash Sale,2023-01-06,All,SMS,848,162,58,81.53,157.28,2.14
840331,Membership Drive,2023-01-06,New Users,SMS,468,121,87,72.91,342.92,3.75
795227,Category Promotion,2023-01-06,New Users,Social Media,425,128,16,96.09,217.43,3.24
582573,App Push Notification,2023-01-06,All,App,699,205,20,57.68,255.15,3.13
952834,Email Campaign,2023-01-06,Premium,SMS,689,291,73,92.59,370.58,2.9
133357,Referral Program,2023-01-06,New Users,Email,552,106,64,73.84,147.48,2.73
634477,New User Discount,2023-01-07,New Users,Social Media,970,146,11,64.18,136.4,3.34
501569,Weekend Special,2023-01-07,All,Social Media,862,127,81,95.12,284.31,1.58
183567,Festival Offer,2023-01-07,Inactive,App,677,292,23,81.37,441.5,2.06
341492,Flash Sale,2023-01-07,Premium,Email,672,67,17,92.85,368.8,2.56
932283,Membership Drive,2023-01-07,All,SMS,863,146,41,56.73,410.87,2.65
584355,Category Promotion,2023-01-07,New Users,Email,482,281,40,67.49,232.77,2.94
431530,App Push Notification,2023-01-07,Premium,SMS,704,217,53,68.84,421.15,3.43
262583,Email Campaign,2023-01-07,Inactive,App,471,291,55,57.31,472.99,3.67
447065,Referral Program,2023-01-07,Premium,Social Media,698,241,26,64.73,471.52,2.25
427286,New User Discount,2023-01-08,Premium,App,465,181,15,85.87,146.79,3.8
825181,Weekend Special,2023-01-08,All,SMS,490,297,74,93.94,226.88,3.63
418151,Festival Offer,2023-01-08,Premium,SMS,847,251,21,70.07,399.66,2.22
801761,Flash Sale,2023-01-08,Inactive,App,842,262,76,87.86,197.22,3.2
790479,Membership Drive,2023-01-08,Inactive,SMS,634,121,65,71.34,215.38,1.9
78507,Category Promotion,2023-01-08,New Users,Social Media,973,181,71,60.05,378.78,1.86
858745,App Push Notification,2023-01-08,Premium,SMS,400,103,13,79.0,335.06,1.56
490398,Email Campaign,2023-01-08,Premium,SMS,635,64,57,99.94,375.43,1.59
139199,Referral Program,2023-01-08,Inactive,Social Media,457,82,83,55.92,485.94,1.69
559052,New User Discount,2023-01-09,New Users,Email,738,227,70,53.28,106.99,3.14
95683,Weekend Special,2023-01-09,Premium,App,718,260,29,58.48,273.58,1.88
188997,Festival Offer,2023-01-09,New Users,App,832,140,26,57.47,486.65,1.98
131259,Flash Sale,2023-01-09,Premium,App,664,192,23,98.42,403.24,3.7
882270,Membership Drive,2023-01-09,Premium,App,517,261,86,53.55,275.06,3.88
273289,Category Promotion,2023-01-09,New Users,Social Media,493,249,91,95.8,366.2,3.89
854987,App Push Notification,2023-01-09,New Users,App,479,91,12,64.76,418.82,3.43
537886,Email Campaign,2023-01-09,Inactive,App,633,223,95,70.9,100.44,3.8
500217,Referral Program,2023-01-09,Premium,Email,546,265,22,63.74,124.13,2.68
236254,New User Discount,2023-01-10,New Users,App,562,261,56,97.09,254.79,3.33
222491,Weekend Special,2023-01-10,Premium,Social Media,496,219,51,81.97,101.81,1.98
85815,Festival Offer,2023-01-10,All,SMS,470,155,98,95.4,315.85,1.58
261926,Flash Sale,2023-01-10,Premium,Social Media,861,133,68,97.25,338.87,1.86
262554,Membership Drive,2023-01-10,Inactive,SMS,404,121,14,91.27,367.17,1.79
552152,Category Promotion,2023-01-10,Premium,Email,717,278,75,57.32,313.34,3.16
546757,App Push Notification,2023-01-10,Premium,SMS,456,213,98,53.26,368.53,3.78
195732,Email Campaign,2023-01-10,Inactive,Social Media,499,262,51,73.02,325.18,3.01
906131,Referral Program,2023-01-10,Inactive,Email,924,81,87,80.66,223.6,3.54
229354,New User Discount,2023-01-11,New Users,Social Media,573,242,84,94.91,126.02,3.16
71940,Weekend Special,2023-01-11,New Users,Email,699,152,47,57.46,276.36,2.37
271709,Festival Offer,2023-01-11,Premium,Email,966,61,70,81.11,192.74,3.58
792600,Flash Sale,2023-01-11,Premium,Email,888,99,28,72.1,171.75,3.34
596371,Membership Drive,2023-01-11,Inactive,App,880,263,94,52.19,496.18,2.01
803664,Category Promotion,2023-01-11,All,SMS,515,232,60,70.32,279.71,2.91
769040,App Push Notification,2023-01-11,Inactive,Social Media,768,137,49,72.26,299.38,3.07
917340,Email Campaign,2023-01-11,Premium,SMS,632,228,84,62.16,487.26,1.64
359936,Referral Program,2023-01-11,Premium,App,933,163,54,56.45,478.9,2.4
335161,New User Discount,2023-01-12,Premium,Email,968,258,14,58.43,410.43,3.62
395947,Weekend Special,2023-01-12,Inactive,Email,896,183,31,58.02,280.17,3.45
656511,Festival Offer,2023-01-12,New Users,SMS,840,299,44,80.53,149.86,2.92
114146,Flash Sale,2023-01-12,Inactive,SMS,621,254,100,90.69,219.39,1.76
243194,Membership Drive,2023-01-12,Premium,SMS,991,269,81,66.78,474.65,1.7
646621,Category Promotion,2023-01-12,Inactive,App,713,263,76,65.72,159.1,2.54
255216,App Push Notification,2023-01-12,New Users,SMS,404,245,60,68.03,321.54,2.48
107276,Email Campaign,2023-01-12,New Users,Social Media,695,248,42,92.9,397.66,1.76
118594,Referral Program,2023-01-12,Premium,SMS,972,171,52,86.7,380.35,3.47
387072,New User Discount,2023-01-13,New Users,App,461,252,68,65.7,315.88,1.61
41040,Weekend Special,2023-01-13,New Users,Email,675,181,52,81.04,188.36,2.21
912576,Festival Offer,2023-01-13,Premium,Social Media,467,273,66,77.4,129.94,3.17
236699,Flash Sale,2023-01-13,New Users,Email,708,109,40,92.7,168.95,3.69
460808,Membership Drive,2023-01-13,Premium,Social Media,449,90,75,92.92,203.96,2.87
439283,Category Promotion,2023-01-13,All,Email,726,203,79,69.68,344.13,1.84
886592,App Push Notification,2023-01-13,Premium,App,654,103,65,62.7,270.35,2.48
398659,Email Campaign,2023-01-13,Premium,Social Media,407,162,77,70.89,230.47,2.21
760524,Referral Program,2023-01-13,Inactive,SMS,689,300,75,79.62,204.52,1.68
503377,New User Discount,2023-01-14,Inactive,SMS,819,214,62,72.0,260.28,1.81
956557,Weekend Special,2023-01-14,Premium,App,507,242,35,75.78,121.71,3.56
206127,Festival Offer,2023-01-14,New Users,Email,953,160,51,68.78,282.18,1.57
326996,Flash Sale,2023-01-14,Inactive,App,636,174,42,96.86,218.27,3.58
600732,Membership Drive,2023-01-14,All,Social Media,973,106,92,62.73,436.13,2.55
699887,Category Promotion,2023-01-14,Premium,Social Media,669,119,80,69.51,422.72,3.39
278900,App Push Notification,2023-01-14,Inactive,Social Media,670,173,55,70.75,225.52,3.11
767679,Email Campaign,2023-01-14,Premium,SMS,717,211,60,95.79,279.89,1.66
692069,Referral Program,2023-01-14,All,Email,739,126,54,76.59,140.65,2.33
994808,New User Discount,2023-01-15,Premium,App,919,254,17,95.33,221.78,3.73
762905,Weekend Special,2023-01-15,Premium,App,412,66,81,91.07,123.43,2.85
753833,Festival Offer,2023-01-15,New Users,SMS,461,267,52,98.53,296.87,1.53
902488,Flash Sale,2023-01-15,Premium,Social Media,952,290,67,63.11,452.7,2.86
984803,Membership Drive,2023-01-15,All,Social Media,490,255,100,54.14,489.55,2.93
180218,Category Promotion,2023-01-15,New Users,Email,674,166,90,57.86,101.49,2.1
211532,App Push Notification,2023-01-15,Inactive,Email,419,102,50,76.79,308.42,2.17
660793,Email Campaign,2023-01-15,All,Email,997,112,56,82.41,232.28,1.83
636635,Referral Program,2023-01-15,All,App,530,197,63,74.56,292.84,2.88
556087,New User Discount,2023-01-16,All,App,835,182,85,60.95,267.47,2.57
830429,Weekend Special,2023-01-16,All,Social Media,995,178,84,77.75,189.04,1.83
532784,Festival Offer,2023-01-16,Premium,SMS,739,294,74,88.0,359.18,1.88
465511,Flash Sale,2023-01-16,All,Social Media,731,232,98,82.49,389.98,2.66
285968,Membership Drive,2023-01-16,New Users,Email,674,138,12,55.37,295.78,3.51
612515,Category Promotion,2023-01-16,All,SMS,559,117,59,92.63,241.13,2.22
134433,App Push Notification,2023-01-16,Inactive,Social Media,648,95,38,82.72,337.69,2.31
276571,Email Campaign,2023-01-16,All,Email,496,263,55,92.37,143.93,1.82
845845,Referral Program,2023-01-16,New Users,Email,921,171,78,80.06,288.56,2.12
441083,New User Discount,2023-01-17,All,App,947,82,31,50.29,234.43,3.23
74974,Weekend Special,2023-01-17,Inactive,Social Media,663,235,70,57.22,107.02,3.91
779033,Festival Offer,2023-01-17,Inactive,SMS,786,146,87,73.0,208.25,3.01
683555,Flash Sale,2023-01-17,Premium,SMS,861,240,41,96.34,383.84,2.35
617309,Membership Drive,2023-01-17,All,SMS,972,110,59,76.64,339.6,3.72
817309,Category Promotion,2023-01-17,All,Social Media,723,101,99,58.61,256.07,2.44
87377,App Push Notification,2023-01-17,Inactive,SMS,746,275,12,83.82,479.04,1.92
743691,Email Campaign,2023-01-17,Inactive,App,682,79,70,80.26,235.9,3.92
214295,Referral Program,2023-01-17,All,SMS,882,135,97,59.12,185.65,3.03
567969,New User Discount,2023-01-18,All,SMS,581,87,61,58.67,137.98,2.1
413692,Weekend Special,2023-01-18,Inactive,Social Media,853,63,20,69.72,348.65,3.78
335259,Festival Offer,2023-01-18,Premium,Social Media,862,101,80,68.62,373.94,3.65
217356,Flash Sale,2023-01-18,Inactive,App,662,60,55,81.71,473.98,2.19
413653,Membership Drive,2023-01-18,New Users,SMS,749,100,21,94.83,373.96,2.81
92626,Category Promotion,2023-01-18,New Users,Email,617,157,52,57.1,351.74,3.35
241551,App Push Notification,2023-01-18,New Users,Email,908,99,96,78.73,181.13,2.67
551742,Email Campaign,2023-01-18,All,App,777,166,84,79.67,131.67,2.32
165047,Referral Program,2023-01-18,All,SMS,979,216,74,51.35,278.37,2.09
137170,New User Discount,2023-01-19,New Users,SMS,865,225,17,88.6,171.28,3.87
459481,Weekend Special,2023-01-19,Inactive,Email,933,212,10,83.74,273.07,3.09
899686,Festival Offer,2023-01-19,Inactive,App,846,225,95,82.87,316.45,3.09
84780,Flash Sale,2023-01-19,New Users,SMS,458,225,21,77.02,290.61,3.78
958505,Membership Drive,2023-01-19,Inactive,SMS,747,59,46,55.0,351.98,3.99
84517,Category Promotion,2023-01-19,Inactive,Social Media,889,292,21,77.6,275.15,3.31
844086,App Push Notification,2023-01-19,New Users,SMS,432,64,69,88.8,129.94,2.91
780397,Email Campaign,2023-01-19,New Users,Email,630,269,40,60.88,244.75,2.14
447936,Referral Program,2023-01-19,Premium,App,417,276,63,72.05,413.96,2.42
908730,New User Discount,2023-01-20,Premium,SMS,503,240,42,87.16,203.53,2.87
758462,Weekend Special,2023-01-20,Premium,App,882,52,53,94.07,346.49,2.19
651945,Festival Offer,2023-01-20,Inactive,App,805,175,88,96.24,458.58,2.58
247496,Flash Sale,2023-01-20,Inactive,SMS,788,180,60,65.46,134.21,2.68
429763,Membership Drive,2023-01-20,All,Email,648,263,47,56.38,343.54,1.8
947195,Category Promotion,2023-01-20,All,Email,555,245,21,66.4,406.37,2.72
65012,App Push Notification,2023-01-20,All,SMS,834,153,43,94.99,438.68,2.87
693965,Email Campaign,2023-01-20,New Users,App,514,262,74,94.66,234.52,2.67
227425,Referral Program,2023-01-20,New Users,Email,799,82,73,61.85,399.4,2.33
242788,New User Discount,2023-01-21,Premium,Social Media,678,120,53,79.37,325.57,3.87
943312,Weekend Special,2023-01-21,New Users,App,714,174,65,95.01,274.12,1.51
166737,Festival Offer,2023-01-21,All,Email,673,246,63,68.9,205.69,3.26
596880,Flash Sale,2023-01-21,Inactive,App,976,239,33,93.83,421.06,1.9
632409,Membership Drive,2023-01-21,New Users,App,618,89,56,61.16,366.21,3.98
427692,Category Promotion,2023-01-21,All,SMS,674,244,66,60.92,433.88,3.67
864767,App Push Notification,2023-01-21,All,Social Media,687,240,67,73.1,306.87,2.92
728339,Email Campaign,2023-01-21,All,Email,497,77,10,86.87,101.38,2.42
771320,Referral Program,2023-01-21,Inactive,Email,453,173,62,54.11,429.92,3.52
547835,New User Discount,2023-01-22,All,App,668,242,46,81.61,347.11,3.13
431196,Weekend Special,2023-01-22,Inactive,SMS,984,110,47,87.76,200.98,3.95
379758,Festival Offer,2023-01-22,New Users,SMS,607,203,93,88.97,311.92,3.59
890544,Flash Sale,2023-01-22,Inactive,SMS,569,132,72,92.85,410.46,1.89
550193,Membership Drive,2023-01-22,All,Social Media,496,205,39,83.24,146.44,3.74
367965,Category Promotion,2023-01-22,Premium,Email,460,59,52,78.87,238.67,2.81
762354,App Push Notification,2023-01-22,All,Social Media,964,232,53,75.64,472.8,1.91
475576,Email Campaign,2023-01-22,New Users,App,536,230,47,92.91,338.76,3.44
208460,Referral Program,2023-01-22,Premium,Email,410,136,23,69.45,252.51,2.35
46723,New User Discount,2023-01-23,All,Email,863,141,69,65.73,160.83,1.78
728105,Weekend Special,2023-01-23,Inactive,Email,755,137,21,93.89,219.56,3.32
652958,Festival Offer,2023-01-23,Inactive,Email,530,118,62,86.25,464.08,3.97
891021,Flash Sale,2023-01-23,Premium,Email,729,113,67,73.85,483.48,3.71
143874,Membership Drive,2023-01-23,Inactive,App,872,212,74,78.34,455.32,1.64
972177,Category Promotion,2023-01-23,Inactive,SMS,593,136,42,97.09,480.91,2.55
731259,App Push Notification,2023-01-23,All,SMS,561,129,84,69.32,391.84,3.34
442826,Email Campaign,2023-01-23,Premium,SMS,894,288,84,71.03,144.1,3.67
586892,Referral Program,2023-01-23,Premium,SMS,577,172,28,63.86,251.05,1.76
323554,New User Discount,2023-01-24,All,Social Media,846,294,47,69.72,421.93,3.0
443897,Weekend Special,2023-01-24,All,App,791,170,27,57.67,328.46,3.7
979389,Festival Offer,2023-01-24,Inactive,SMS,607,177,73,51.64,479.73,3.98
152600,Flash Sale,2023-01-24,Inactive,Email,741,275,68,75.87,187.36,2.9
57510,Membership Drive,2023-01-24,Premium,Social Media,568,153,34,65.17,344.01,2.6
530211,Category Promotion,2023-01-24,New Users,Social Media,530,78,41,77.66,217.72,3.04
839823,App Push Notification,2023-01-24,Premium,Social Media,664,78,43,70.6,196.24,3.21
482683,Email Campaign,2023-01-24,Premium,App,518,163,71,97.83,443.75,1.73
249812,Referral Program,2023-01-24,New Users,Social Media,809,197,97,75.46,389.12,2.05
494119,New User Discount,2023-01-25,New Users,SMS,794,83,68,98.13,198.57,3.22
531825,Weekend Special,2023-01-25,New Users,Email,976,170,100,77.21,125.02,2.16
852080,Festival Offer,2023-01-25,Premium,Email,787,124,78,83.23,313.55,1.96
971140,Flash Sale,2023-01-25,Inactive,Social Media,406,197,25,71.25,465.84,1.71
101996,Membership Drive,2023-01-25,All,App,973,259,24,61.91,182.01,3.14
981321,Category Promotion,2023-01-25,Inactive,App,828,173,60,64.49,304.66,2.13
469127,App Push Notification,2023-01-25,All,App,885,93,63,91.85,178.6,3.68
688542,Email Campaign,2023-01-25,New Users,Email,402,123,25,59.84,477.55,2.86
389499,Referral Program,2023-01-25,New Users,Email,888,57,76,63.64,349.06,2.81
274411,New User Discount,2023-01-26,All,Email,646,280,81,84.59,260.26,1.6
430495,Weekend Special,2023-01-26,All,Email,791,297,73,58.62,499.8,2.14
936945,Festival Offer,2023-01-26,Inactive,Email,795,230,81,66.36,338.35,2.99
200779,Flash Sale,2023-01-26,Inactive,App,877,216,33,85.42,351.64,2.78
401568,Membership Drive,2023-01-26,All,Email,943,109,19,93.21,413.38,3.73
872829,Category Promotion,2023-01-26,Inactive,SMS,558,134,17,97.47,195.85,3.0
938898,App Push Notification,2023-01-26,Inactive,App,866,255,87,92.11,312.95,2.61
696305,Email Campaign,2023-01-26,Premium,Email,521,105,86,77.21,362.1,2.1
833266,Referral Program,2023-01-26,Inactive,App,602,205,40,54.51,163.39,3.67
958171,New User Discount,2023-01-27,Premium,Social Media,619,260,12,72.36,248.29,3.96
429297,Weekend Special,2023-01-27,New Users,SMS,812,213,59,97.6,259.4,3.56
559641,Festival Offer,2023-01-27,New Users,SMS,601,163,34,68.77,162.99,1.96
157995,Flash Sale,2023-01-27,Inactive,Email,594,151,53,88.5,280.32,1.98
400936,Membership Drive,2023-01-27,Premium,Social Media,631,123,29,57.03,475.93,2.46
508204,Category Promotion,2023-01-27,New Users,Social Media,466,299,19,72.78,101.52,3.29
519712,App Push Notification,2023-01-27,New Users,App,612,226,10,99.33,262.71,3.65
667667,Email Campaign,2023-01-27,Inactive,Email,974,133,10,74.7,491.33,3.32
210878,Referral Program,2023-01-27,New Users,SMS,523,127,13,80.83,406.92,3.37
731136,New User Discount,2023-01-28,Inactive,App,426,144,34,50.14,190.49,2.55
92924,Weekend Special,2023-01-28,New Users,Email,708,151,23,50.22,229.38,3.82
532689,Festival Offer,2023-01-28,New Users,Email,434,75,71,87.06,196.02,3.62
864709,Flash Sale,2023-01-28,All,Email,634,250,69,74.99,176.96,1.75
337734,Membership Drive,2023-01-28,Inactive,App,715,135,70,78.75,128.02,3.26
632687,Category Promotion,2023-01-28,Premium,App,585,233,94,57.02,230.9,3.84
302519,App Push Notification,2023-01-28,Premium,SMS,575,134,86,89.37,197.51,2.24
83299,Email Campaign,2023-01-28,Premium,Social Media,921,117,51,70.82,150.24,2.74
580274,Referral Program,2023-01-28,Premium,Email,895,233,99,56.88,146.23,2.41
698593,New User Discount,2023-01-29,New Users,SMS,932,210,47,69.26,438.91,2.41
394493,Weekend Special,2023-01-29,New Users,App,538,236,37,77.59,144.37,2.94
70801,Festival Offer,2023-01-29,Premium,Email,596,209,25,59.86,486.6,1.82
465235,Flash Sale,2023-01-29,Inactive,SMS,567,294,30,70.67,205.45,1.69
416004,Membership Drive,2023-01-29,Premium,Social Media,630,152,28,81.65,321.05,2.95
966176,Category Promotion,2023-01-29,All,App,945,280,79,63.36,498.17,3.58
440983,App Push Notification,2023-01-29,Premium,SMS,561,166,50,51.19,326.93,2.57
835271,Email Campaign,2023-01-29,Premium,SMS,427,146,14,70.08,222.52,3.93
242209,Referral Program,2023-01-29,Premium,Email,617,129,81,97.31,448.95,3.58
837566,New User Discount,2023-01-30,All,Social Media,837,69,61,54.64,331.46,1.55
933136,Weekend Special,2023-01-30,All,Social Media,764,136,99,82.93,293.08,3.71
602480,Festival Offer,2023-01-30,Premium,Email,764,155,85,87.6,390.62,3.37
765292,Flash Sale,2023-01-30,Premium,Social Media,575,252,68,77.41,344.97,2.27
580872,Membership Drive,2023-01-30,All,SMS,671,100,44,59.08,296.99,2.48
971632,Category Promotion,2023-01-30,Premium,Social Media,794,226,50,99.46,103.71,3.1
344065,App Push Notification,2023-01-30,Inactive,App,444,218,49,80.64,349.65,3.96
271707,Email Campaign,2023-01-30,New Users,SMS,724,298,23,79.81,145.81,1.82
605104,Referral Program,2023-01-30,Inactive,Email,509,234,61,67.64,327.05,2.63
400452,New User Discount,2023-01-31,Inactive,App,631,154,12,59.08,254.77,2.95
773075,Weekend Special,2023-01-31,New Users,Email,893,269,38,60.52,314.34,2.61
495552,Festival Offer,2023-01-31,New Users,Email,978,238,26,64.49,295.0,1.86
443108,Flash Sale,2023-01-31,Premium,App,445,212,37,52.02,168.74,3.16
158714,Membership Drive,2023-01-31,New Users,App,667,298,13,89.51,177.05,1.52
158536,Category Promotion,2023-01-31,New Users,SMS,577,233,42,96.86,330.93,2.21
977169,App Push Notification,2023-01-31,New Users,App,598,177,84,96.04,198.59,3.83
406793,Email Campaign,2023-01-31,New Users,SMS,564,187,79,82.61,265.49,3.45
527053,Referral Program,2023-01-31,New Users,SMS,665,61,15,83.37,320.73,1.53
946933,New User Discount,2023-02-01,Premium,SMS,489,268,87,50.67,387.47,3.55
66405,Weekend Special,2023-02-01,All,Social Media,948,130,62,67.64,233.61,2.81
158095,Festival Offer,2023-02-01,Premium,Email,427,94,64,51.55,160.11,3.45
321822,Flash Sale,2023-02-01,Premium,Email,578,223,92,59.57,191.01,2.93
610520,Membership Drive,2023-02-01,Inactive,App,656,73,50,71.53,206.4,3.64
499777,Category Promotion,2023-02-01,Inactive,Email,562,92,46,67.42,451.94,2.86
684810,App Push Notification,2023-02-01,New Users,Social Media,609,189,87,75.4,360.54,3.15
378384,Email Campaign,2023-02-01,All,App,485,118,48,66.07,369.33,1.6
978172,Referral Program,2023-02-01,New Users,Email,866,130,39,67.86,440.73,3.34
406641,New User Discount,2023-02-02,Premium,SMS,945,75,99,77.75,361.46,2.13
154269,Weekend Special,2023-02-02,All,Email,430,60,43,99.6,342.48,1.83
972253,Festival Offer,2023-02-02,Inactive,Email,461,179,77,66.52,328.4,1.81
394871,Flash Sale,2023-02-02,All,Social Media,692,70,34,91.45,369.92,2.58
521515,Membership Drive,2023-02-02,All,SMS,570,259,53,85.23,267.05,3.15
264555,Category Promotion,2023-02-02,Premium,Social Media,875,231,97,74.22,187.14,3.3
148932,App Push Notification,2023-02-02,Inactive,SMS,819,115,16,63.81,466.49,2.75
480572,Email Campaign,2023-02-02,Premium,App,599,89,22,82.66,230.94,2.03
717819,Referral Program,2023-02-02,New Users,App,870,271,30,86.09,452.0,1.72
459478,New User Discount,2023-02-03,Inactive,Email,590,129,33,67.11,317.08,3.24
665492,Weekend Special,2023-02-03,Premium,Social Media,862,248,32,76.14,116.35,2.77
458820,Festival Offer,2023-02-03,Premium,Social Media,676,143,94,53.09,386.52,3.7
470042,Flash Sale,2023-02-03,Premium,Social Media,973,95,93,52.61,334.71,2.39
595408,Membership Drive,2023-02-03,Premium,Social Media,877,227,35,99.88,222.66,2.84
667255,Category Promotion,2023-02-03,New Users,SMS,490,99,57,74.41,114.66,3.45
141812,App Push Notification,2023-02-03,Inactive,App,569,167,79,62.77,393.67,3.79
437574,Email Campaign,2023-02-03,Inactive,Social Media,512,135,81,68.83,339.76,1.9
381937,Referral Program,2023-02-03,Premium,Social Media,645,101,85,74.4,458.91,3.44
325935,New User Discount,2023-02-04,Premium,App,687,130,74,79.63,321.79,3.03
990509,Weekend Special,2023-02-04,Premium,SMS,566,251,82,60.8,432.06,1.84
856019,Festival Offer,2023-02-04,New Users,Social Media,836,108,88,55.82,319.01,3.34
430451,Flash Sale,2023-02-04,Premium,App,949,68,32,89.11,347.65,2.55
348645,Membership Drive,2023-02-04,Premium,SMS,497,64,61,90.48,466.34,3.69
312410,Category Promotion,2023-02-04,New Users,App,459,107,90,84.2,179.66,3.44
634106,App Push Notification,2023-02-04,New Users,App,948,254,25,54.19,194.01,2.41
545756,Email Campaign,2023-02-04,All,SMS,833,95,10,64.95,264.61,2.78
819950,Referral Program,2023-02-04,New Users,Email,562,171,10,74.16,451.92,3.49
659538,New User Discount,2023-02-05,Inactive,App,586,130,11,92.74,286.98,3.99
781785,Weekend Special,2023-02-05,All,App,896,291,76,81.5,236.43,3.9
417206,Festival Offer,2023-02-05,Premium,SMS,987,99,25,64.2,113.8,2.59
422718,Flash Sale,2023-02-05,All,Social Media,637,236,72,93.73,427.98,1.79
842042,Membership Drive,2023-02-05,Premium,Social Media,627,158,29,91.83,435.32,1.61
48337,Category Promotion,2023-02-05,Premium,SMS,446,127,92,76.14,494.15,3.25
132526,App Push Notification,2023-02-05,New Users,Social Media,898,225,22,74.08,417.38,3.49
920891,Email Campaign,2023-02-05,New Users,Social Media,774,51,58,84.28,442.97,3.91
312331,Referral Program,2023-02-05,All,App,985,135,30,78.47,409.71,3.65
156671,New User Discount,2023-02-06,All,SMS,926,244,20,77.6,333.52,2.26
792711,Weekend Special,2023-02-06,Inactive,Email,825,249,22,71.13,351.66,3.45
654935,Festival Offer,2023-02-06,New Users,Email,896,201,15,73.85,466.61,2.94
81387,Flash Sale,2023-02-06,Inactive,SMS,731,132,76,57.03,238.61,2.24
367273,Membership Drive,2023-02-06,Premium,SMS,478,86,48,75.76,401.87,3.3
651546,Category Promotion,2023-02-06,New Users,Social Media,549,248,30,89.14,396.87,1.63
