order_id,delivery_partner_id,promised_time,actual_time,delivery_time_minutes,distance_km,delivery_status,reasons_if_delayed
1624538398,55662,2024-04-23 17:56:52,2024-04-23 17:58:52,2.0,1.74,On Time,Traffic
5175782247,3901,2023-10-21 20:06:21,2023-10-21 20:10:21,4.0,2.02,On Time,Traffic
3340733075,50281,2024-07-30 20:23:10,2024-07-30 20:20:10,-3.0,4.82,On Time,
3579352175,14515,2024-04-22 15:15:51,2024-04-22 15:24:51,9.0,0.8,Slightly Delayed,Traffic
1392408384,37367,2023-11-09 01:16:51,2023-11-09 01:21:51,5.0,1.2,On Time,Traffic
6754613192,52101,2023-04-21 17:32:49,2023-04-21 17:33:49,1.0,3.23,On Time,Traffic
5534456306,87156,2023-03-16 03:38:02,2023-03-16 03:56:02,18.0,1.76,Significantly Delayed,Traffic
4162695901,11616,2024-06-24 06:40:32,2024-06-24 06:41:32,1.0,3.88,On Time,Traffic
3071708128,9759,2024-02-18 08:21:01,2024-02-18 08:23:01,2.0,2.64,On Time,Traffic
344519744,1003,2023-09-24 02:21:18,2023-09-24 02:19:18,-2.0,3.46,On Time,
8536218770,13678,2024-08-08 20:19:08,2024-08-08 20:18:08,-1.0,3.8,On Time,
3836546718,21940,2024-03-18 21:44:04,2024-03-18 21:41:04,-3.0,1.77,On Time,
2705720393,27961,2024-06-21 21:21:42,2024-06-21 21:31:42,10.0,2.06,Slightly Delayed,Traffic
7390412947,77668,2025-07-25 05:21:07,2025-07-25 05:31:07,10.0,4.03,Slightly Delayed,Traffic
400919458,19067,2024-02-15 09:55:23,2024-02-15 09:54:23,-1.0,2.78,On Time,
5544833243,56775,2023-04-09 04:35:34,2023-04-09 04:35:34,0.0,1.08,On Time,
384615205,61554,2024-07-08 03:38:46,2024-07-08 04:08:46,30.0,3.91,Significantly Delayed,Traffic
7557597436,82057,2023-04-04 20:29:29,2023-04-04 20:27:29,-2.0,2.83,On Time,
4413673167,29544,2025-10-30 03:10:30,2025-10-30 03:10:30,0.0,1.77,On Time,
5745168185,94796,2023-09-17 00:18:05,2023-09-17 00:21:05,3.0,0.99,On Time,Traffic
8238843386,29650,2025-01-08 08:43:36,2025-01-08 08:38:36,-5.0,0.88,On Time,
8760811170,35231,2025-06-28 17:53:48,2025-06-28 17:55:48,2.0,0.76,On Time,Traffic
8716646246,10998,2023-06-04 13:37:30,2023-06-04 14:04:30,27.0,2.76,Significantly Delayed,Traffic
108022425,6343,2023-01-04 19:25:55,2023-01-04 19:21:55,-4.0,4.59,On Time,
4221684112,87449,2024-11-15 07:31:11,2024-11-15 07:26:11,-5.0,2.54,On Time,
398094300,14776,2024-05-27 06:44:56,2024-05-27 06:40:56,-4.0,4.21,On Time,
5311717364,54548,2025-04-22 10:03:44,2025-04-22 10:12:44,9.0,2.86,Slightly Delayed,Traffic
2553644200,59293,2024-07-11 09:33:03,2024-07-11 09:36:03,3.0,3.55,On Time,Traffic
4829272095,31139,2024-07-31 17:01:55,2024-07-31 17:06:55,5.0,4.73,On Time,Traffic
8415470809,28347,2024-08-03 22:52:59,2024-08-03 22:51:59,-1.0,1.16,On Time,
7187722623,28849,2023-01-18 08:13:52,2023-01-18 08:26:52,13.0,4.18,Slightly Delayed,Traffic
1283497228,68068,2023-04-26 23:37:05,2023-04-26 23:34:05,-3.0,1.74,On Time,
5951557089,10589,2025-06-18 16:06:12,2025-06-18 16:14:12,8.0,3.65,Slightly Delayed,Traffic
2704516552,69739,2024-08-07 15:27:25,2024-08-07 15:27:25,0.0,4.24,On Time,
7487385332,98572,2025-06-16 02:36:10,2025-06-16 02:39:10,3.0,3.98,On Time,Traffic
3810836994,12652,2024-08-19 20:01:41,2024-08-19 20:30:41,29.0,1.43,Significantly Delayed,Traffic
7766641649,74264,2025-10-11 10:27:09,2025-10-11 10:36:09,9.0,1.82,Slightly Delayed,Traffic
6085596596,22283,2023-06-26 01:42:01,2023-06-26 01:42:01,0.0,2.51,On Time,
4223362665,3189,2023-02-16 22:32:32,2023-02-16 22:32:32,0.0,1.19,On Time,
7389900612,79623,2023-07-14 18:33:59,2023-07-14 18:55:59,22.0,3.13,Significantly Delayed,Traffic
7779252982,13245,2024-09-26 19:12:55,2024-09-26 19:11:55,-1.0,4.99,On Time,
8149574118,48745,2024-12-03 13:57:49,2024-12-03 13:55:49,-2.0,4.46,On Time,
6450435169,51567,2025-06-21 05:42:21,2025-06-21 05:53:21,11.0,2.2,Slightly Delayed,Traffic
1485775071,44113,2024-02-03 19:39:00,2024-02-03 19:41:00,2.0,3.24,On Time,Traffic
5931356586,13415,2024-09-16 06:00:05,2024-09-16 05:55:05,-5.0,2.69,On Time,
6110546911,6252,2025-09-12 03:28:06,2025-09-12 03:25:06,-3.0,4.61,On Time,
5843407679,30995,2024-02-01 08:56:46,2024-02-01 08:59:46,3.0,3.85,On Time,Traffic
1754134830,25173,2023-06-15 11:37:23,2023-06-15 11:45:23,8.0,2.31,Slightly Delayed,Traffic
1391358456,44283,2025-10-10 05:24:54,2025-10-10 05:28:54,4.0,3.47,On Time,Traffic
8172545478,82297,2025-10-14 19:27:53,2025-10-14 19:24:53,-3.0,1.82,On Time,
1740470967,60826,2025-06-30 07:48:22,2025-06-30 07:49:22,1.0,3.02,On Time,Traffic
6829900610,74654,2025-01-09 01:35:01,2025-01-09 01:36:01,1.0,1.77,On Time,Traffic
6611463144,75279,2023-12-31 13:51:25,2023-12-31 14:06:25,15.0,1.44,Slightly Delayed,Traffic
3040579589,60206,2024-08-22 08:24:33,2024-08-22 08:43:33,19.0,4.23,Significantly Delayed,Traffic
5199139103,13081,2025-05-03 14:46:32,2025-05-03 14:51:32,5.0,1.75,On Time,Traffic
7227908946,82034,2024-10-11 23:42:03,2024-10-11 23:55:03,13.0,4.37,Slightly Delayed,Traffic
8270057673,99043,2023-01-27 21:12:32,2023-01-27 21:14:32,2.0,1.12,On Time,Traffic
2254119758,22037,2024-09-29 11:53:40,2024-09-29 12:13:40,20.0,4.08,Significantly Delayed,Traffic
2908000640,36711,2025-04-06 20:49:15,2025-04-06 21:00:15,11.0,0.84,Slightly Delayed,Traffic
8757814711,50979,2025-08-17 00:50:23,2025-08-17 01:08:23,18.0,0.9,Significantly Delayed,Traffic
7885031847,28962,2023-05-01 19:07:20,2023-05-01 19:05:20,-2.0,0.65,On Time,
4218742321,63514,2024-03-03 06:37:29,2024-03-03 06:40:29,3.0,4.98,On Time,Traffic
4925269178,11278,2025-03-22 19:06:27,2025-03-22 19:24:27,18.0,3.75,Significantly Delayed,Traffic
5368926773,14331,2024-06-28 19:41:14,2024-06-28 19:39:14,-2.0,3.02,On Time,
2941588027,23201,2024-06-04 04:54:50,2024-06-04 04:52:50,-2.0,1.87,On Time,
1164906389,43483,2023-04-04 09:11:05,2023-04-04 09:17:05,6.0,3.96,Slightly Delayed,Traffic
4187865386,98982,2023-08-01 09:48:54,2023-08-01 09:51:54,3.0,0.95,On Time,Traffic
3794910128,19925,2024-07-16 09:27:54,2024-07-16 09:32:54,5.0,3.57,On Time,Traffic
7078998685,25176,2024-10-11 21:49:39,2024-10-11 21:54:39,5.0,3.89,On Time,Traffic
5474990333,1101,2025-11-04 19:37:48,2025-11-04 19:48:48,11.0,3.64,Slightly Delayed,Traffic
275192537,90962,2025-01-20 03:08:51,2025-01-20 03:19:51,11.0,3.17,Slightly Delayed,Traffic
9489434776,8419,2025-12-20 02:15:18,2025-12-20 02:12:18,-3.0,4.57,On Time,
4458748989,59096,2023-11-22 08:29:01,2023-11-22 08:30:01,1.0,1.32,On Time,Traffic
5324339433,20071,2025-07-06 01:36:22,2025-07-06 02:06:22,30.0,3.72,Significantly Delayed,Traffic
4258018938,47884,2023-04-24 20:11:19,2023-04-24 20:24:19,13.0,1.57,Slightly Delayed,Traffic
2287809701,99681,2025-04-07 19:07:22,2025-04-07 19:13:22,6.0,3.29,Slightly Delayed,Traffic
4623842682,84920,2025-08-18 09:40:20,2025-08-18 09:38:20,-2.0,2.64,On Time,
2441933525,22298,2023-11-09 21:23:57,2023-11-09 21:22:57,-1.0,4.78,On Time,
7527262661,31883,2024-09-11 16:05:22,2024-09-11 16:11:22,6.0,1.53,Slightly Delayed,Traffic
3131189404,33894,2024-09-05 08:15:02,2024-09-05 08:17:02,2.0,2.48,On Time,Traffic
8634893970,78465,2024-08-13 17:08:03,2024-08-13 17:13:03,5.0,1.07,On Time,Traffic
4579169702,12636,2023-10-01 07:23:38,2023-10-01 07:38:38,15.0,3.8,Slightly Delayed,Traffic
279433768,16107,2024-04-20 11:02:06,2024-04-20 11:06:06,4.0,1.37,On Time,Traffic
4504761427,76205,2023-06-14 18:41:58,2023-06-14 18:41:58,0.0,2.31,On Time,
4045577782,74432,2025-10-21 06:41:48,2025-10-21 06:47:48,6.0,3.8,Slightly Delayed,Traffic
9918796558,89047,2023-06-03 19:01:07,2023-06-03 19:00:07,-1.0,4.35,On Time,
2138149134,48498,2023-07-06 02:12:10,2023-07-06 02:16:10,4.0,2.39,On Time,Traffic
6672084658,19698,2025-12-16 10:17:55,2025-12-16 10:28:55,11.0,1.07,Slightly Delayed,Traffic
2410376919,60283,2025-04-20 13:03:12,2025-04-20 12:58:12,-5.0,4.76,On Time,
6592709126,22750,2025-04-29 22:59:15,2025-04-29 23:13:15,14.0,4.08,Slightly Delayed,Traffic
4855465541,25128,2023-04-20 09:04:08,2023-04-20 09:09:08,5.0,1.24,On Time,Traffic
6296359228,85677,2024-03-14 04:14:24,2024-03-14 04:21:24,7.0,2.79,Slightly Delayed,Traffic
9832872934,1794,2024-12-15 01:00:25,2024-12-15 01:10:25,10.0,3.23,Slightly Delayed,Traffic
6269311301,94781,2024-12-27 09:58:56,2024-12-27 09:58:56,0.0,1.97,On Time,
8370339943,35613,2024-11-20 17:16:52,2024-11-20 17:25:52,9.0,3.78,Slightly Delayed,Traffic
5652540956,7103,2023-11-29 12:37:44,2023-11-29 12:54:44,17.0,3.5,Significantly Delayed,Traffic
7663772578,37209,2023-06-27 06:26:43,2023-06-27 06:30:43,4.0,4.84,On Time,Traffic
3850824057,63587,2024-07-30 18:50:53,2024-07-30 19:20:53,30.0,3.33,Significantly Delayed,Traffic
7440206176,58551,2023-05-29 00:43:37,2023-05-29 00:50:37,7.0,2.19,Slightly Delayed,Traffic
3508811707,25251,2025-11-11 22:08:56,2025-11-11 22:03:56,-5.0,1.62,On Time,
9394254130,6754,2023-05-16 14:35:35,2023-05-16 14:39:35,4.0,3.7,On Time,Traffic
2633117963,38414,2023-03-10 05:36:42,2023-03-10 05:38:42,2.0,0.71,On Time,Traffic
9373686074,17128,2023-10-08 14:27:53,2023-10-08 14:34:53,7.0,3.55,Slightly Delayed,Traffic
2492845799,57835,2025-11-05 21:59:51,2025-11-05 21:56:51,-3.0,3.96,On Time,
6104628178,12324,2025-11-30 20:01:08,2025-11-30 20:15:08,14.0,2.9,Slightly Delayed,Traffic
5556149926,16205,2025-02-08 09:01:38,2025-02-08 09:01:38,0.0,1.28,On Time,
2117680772,20221,2023-10-07 08:43:17,2023-10-07 08:48:17,5.0,4.31,On Time,Traffic
5943567913,99192,2025-12-25 23:11:34,2025-12-25 23:15:34,4.0,0.68,On Time,Traffic
8991071881,92675,2025-04-04 16:57:02,2025-04-04 16:53:02,-4.0,2.77,On Time,
2977922214,36746,2023-06-05 17:06:08,2023-06-05 17:03:08,-3.0,3.42,On Time,
3155829100,27511,2023-01-18 00:28:56,2023-01-18 00:29:56,1.0,0.81,On Time,Traffic
7247394438,77344,2025-12-22 10:58:15,2025-12-22 10:56:15,-2.0,0.75,On Time,
8357378681,36735,2024-02-15 03:12:41,2024-02-15 03:10:41,-2.0,4.18,On Time,
5321932858,7065,2024-08-22 05:46:36,2024-08-22 05:47:36,1.0,4.27,On Time,Traffic
6832925324,68478,2025-11-15 18:02:42,2025-11-15 17:59:42,-3.0,2.92,On Time,
588928392,67758,2025-06-20 20:05:49,2025-06-20 20:08:49,3.0,3.66,On Time,Traffic
5656352792,2512,2024-06-05 11:59:02,2024-06-05 12:20:02,21.0,3.92,Significantly Delayed,Traffic
8076499244,34863,2025-03-30 02:43:16,2025-03-30 02:45:16,2.0,0.83,On Time,Traffic
6437798794,20316,2025-11-30 11:21:52,2025-11-30 11:16:52,-5.0,0.87,On Time,
641271344,75718,2025-01-26 14:10:54,2025-01-26 14:26:54,16.0,1.0,Significantly Delayed,Traffic
9366385339,71193,2023-12-26 16:21:57,2023-12-26 16:19:57,-2.0,4.38,On Time,
6106652533,1138,2025-03-30 12:58:56,2025-03-30 12:53:56,-5.0,0.95,On Time,
8527825411,4829,2023-01-27 00:59:37,2023-01-27 00:55:37,-4.0,3.9,On Time,
6465241448,26007,2025-04-02 13:20:54,2025-04-02 13:16:54,-4.0,4.75,On Time,
6023186455,33757,2023-12-02 01:41:59,2023-12-02 01:40:59,-1.0,4.57,On Time,
4880705782,96821,2024-02-09 00:20:54,2024-02-09 00:16:54,-4.0,3.56,On Time,
2009845908,2286,2024-01-10 19:58:38,2024-01-10 19:55:38,-3.0,3.8,On Time,
9261019474,79476,2023-03-23 17:21:11,2023-03-23 17:24:11,3.0,4.69,On Time,Traffic
79042884,65273,2024-04-22 22:24:00,2024-04-22 22:52:00,28.0,2.18,Significantly Delayed,Traffic
1517482218,54261,2023-11-17 11:47:07,2023-11-17 11:51:07,4.0,2.06,On Time,Traffic
2089196635,63897,2025-01-06 07:20:38,2025-01-06 07:18:38,-2.0,1.08,On Time,
613891631,72518,2025-10-01 12:17:37,2025-10-01 12:16:37,-1.0,1.66,On Time,
1498038073,39963,2025-07-13 12:20:48,2025-07-13 12:31:48,11.0,4.26,Slightly Delayed,Traffic
1950278611,93764,2024-03-22 15:03:36,2024-03-22 15:06:36,3.0,3.41,On Time,Traffic
1027227894,30676,2024-10-07 04:00:00,2024-10-07 04:02:00,2.0,4.4,On Time,Traffic
4182234313,29422,2025-09-06 08:44:42,2025-09-06 08:47:42,3.0,3.89,On Time,Traffic
7446239650,96964,2024-07-31 03:17:45,2024-07-31 03:36:45,19.0,0.75,Significantly Delayed,Traffic
9118144946,66685,2024-02-29 18:13:08,2024-02-29 18:09:08,-4.0,4.94,On Time,
7777144060,93861,2024-08-25 11:09:31,2024-08-25 11:14:31,5.0,1.57,On Time,Traffic
6724803701,43485,2024-09-15 02:20:26,2024-09-15 02:32:26,12.0,2.01,Slightly Delayed,Traffic
3353801805,44538,2025-05-31 00:38:18,2025-05-31 00:45:18,7.0,3.75,Slightly Delayed,Traffic
4792228866,95156,2023-03-08 09:49:00,2023-03-08 09:44:00,-5.0,2.75,On Time,
5322712165,31390,2024-03-17 17:01:46,2024-03-17 16:58:46,-3.0,0.66,On Time,
3241209469,31959,2023-07-02 14:18:48,2023-07-02 14:21:48,3.0,2.97,On Time,Traffic
2554501112,86774,2025-05-04 17:38:20,2025-05-04 17:41:20,3.0,4.48,On Time,Traffic
277249584,86255,2024-08-27 11:41:03,2024-08-27 11:45:03,4.0,2.28,On Time,Traffic
6759543310,44625,2025-11-03 14:47:03,2025-11-03 14:56:03,9.0,0.97,Slightly Delayed,Traffic
2821376834,61653,2023-01-15 10:25:38,2023-01-15 10:23:38,-2.0,1.5,On Time,
1346329288,80007,2024-01-16 05:28:02,2024-01-16 05:31:02,3.0,2.21,On Time,Traffic
2405158072,95984,2024-11-25 10:45:50,2024-11-25 10:42:50,-3.0,1.32,On Time,
5764358841,8445,2024-12-09 17:31:25,2024-12-09 17:32:25,1.0,1.58,On Time,Traffic
6927269341,59371,2024-05-14 03:11:12,2024-05-14 03:07:12,-4.0,3.04,On Time,
5658195495,55402,2024-11-15 15:12:50,2024-11-15 15:27:50,15.0,0.63,Slightly Delayed,Traffic
9675762036,28199,2025-10-06 21:34:13,2025-10-06 21:34:13,0.0,1.29,On Time,
5184374075,74493,2023-11-14 20:59:02,2023-11-14 20:57:02,-2.0,3.3,On Time,
7066061406,87281,2023-11-23 17:36:40,2023-11-23 17:38:40,2.0,4.62,On Time,Traffic
253164440,71008,2025-02-18 12:24:13,2025-02-18 12:22:13,-2.0,0.82,On Time,
2948835031,28866,2024-12-06 21:02:01,2024-12-06 20:59:01,-3.0,0.68,On Time,
8971280563,90846,2023-04-27 03:11:57,2023-04-27 03:14:57,3.0,1.8,On Time,Traffic
6519065059,86773,2025-08-17 02:31:07,2025-08-17 03:01:07,30.0,1.72,Significantly Delayed,Traffic
2870140314,17453,2023-05-31 07:53:39,2023-05-31 07:55:39,2.0,0.9,On Time,Traffic
5364534320,14230,2024-02-21 14:22:27,2024-02-21 14:17:27,-5.0,2.65,On Time,
997283551,75460,2025-08-19 12:29:24,2025-08-19 12:31:24,2.0,4.86,On Time,Traffic
7182992897,40662,2025-02-22 07:29:40,2025-02-22 07:33:40,4.0,0.68,On Time,Traffic
9741735377,45142,2025-07-16 01:08:19,2025-07-16 01:10:19,2.0,4.1,On Time,Traffic
4545733807,15046,2023-12-19 05:44:49,2023-12-19 05:47:49,3.0,2.1,On Time,Traffic
5970455067,92446,2024-03-25 02:14:13,2024-03-25 02:19:13,5.0,0.72,On Time,Traffic
7753563940,19370,2024-06-26 01:01:03,2024-06-26 01:11:03,10.0,2.74,Slightly Delayed,Traffic
8305449833,36319,2025-04-29 19:31:43,2025-04-29 19:49:43,18.0,3.87,Significantly Delayed,Traffic
1652038430,20523,2023-09-30 17:12:52,2023-09-30 17:24:52,12.0,2.2,Slightly Delayed,Traffic
1852918730,95416,2023-04-11 21:16:47,2023-04-11 21:15:47,-1.0,2.14,On Time,
4616382691,71660,2023-08-31 07:51:27,2023-08-31 07:52:27,1.0,2.94,On Time,Traffic
7778949306,53550,2025-12-02 18:50:28,2025-12-02 18:54:28,4.0,1.1,On Time,Traffic
7181895777,52908,2023-05-20 10:46:24,2023-05-20 10:41:24,-5.0,2.1,On Time,
6195150541,19162,2023-07-04 15:27:43,2023-07-04 15:28:43,1.0,2.43,On Time,Traffic
6879832864,78038,2023-03-18 02:59:13,2023-03-18 03:10:13,11.0,4.26,Slightly Delayed,Traffic
1357161082,35065,2024-01-28 20:45:18,2024-01-28 20:56:18,11.0,3.62,Slightly Delayed,Traffic
2423902109,9418,2023-04-21 22:42:05,2023-04-21 22:42:05,0.0,1.49,On Time,
9750335439,34044,2023-07-01 21:27:28,2023-07-01 21:34:28,7.0,1.56,Slightly Delayed,Traffic
8239985608,97743,2025-01-06 12:21:14,2025-01-06 12:49:14,28.0,3.92,Significantly Delayed,Traffic
2722959366,55694,2024-06-06 22:49:59,2024-06-06 22:44:59,-5.0,2.45,On Time,
1202946630,10073,2024-05-20 02:50:08,2024-05-20 02:53:08,3.0,3.84,On Time,Traffic
111687063,67639,2025-05-10 02:04:49,2025-05-10 02:01:49,-3.0,0.91,On Time,
7251601340,95647,2024-08-29 12:01:53,2024-08-29 12:04:53,3.0,2.99,On Time,Traffic
9516118177,49504,2024-10-06 02:54:20,2024-10-06 02:51:20,-3.0,2.57,On Time,
4971355063,25723,2024-05-12 12:30:05,2024-05-12 12:31:05,1.0,1.35,On Time,Traffic
2876808328,21389,2024-01-27 03:15:15,2024-01-27 03:19:15,4.0,4.0,On Time,Traffic
5467341670,41420,2023-06-29 06:07:50,2023-06-29 06:17:50,10.0,4.71,Slightly Delayed,Traffic
3804012370,38199,2025-06-16 19:06:56,2025-06-16 19:07:56,1.0,1.65,On Time,Traffic
8049829101,310,2024-05-20 02:08:05,2024-05-20 02:05:05,-3.0,0.8,On Time,
6245156978,77971,2024-07-17 19:16:30,2024-07-17 19:29:30,13.0,4.39,Slightly Delayed,Traffic
4695226011,20360,2024-07-18 11:05:49,2024-07-18 11:16:49,11.0,0.88,Slightly Delayed,Traffic
9931404750,70514,2025-12-01 15:16:35,2025-12-01 15:12:35,-4.0,2.91,On Time,
9950915789,49396,2025-01-26 11:47:57,2025-01-26 12:00:57,13.0,3.33,Slightly Delayed,Traffic
8634062026,53666,2025-11-09 14:03:05,2025-11-09 14:09:05,6.0,2.92,Slightly Delayed,Traffic
6860406375,33470,2023-09-10 20:19:14,2023-09-10 20:20:14,1.0,3.54,On Time,Traffic
8207375186,68829,2024-08-29 07:22:28,2024-08-29 07:21:28,-1.0,3.23,On Time,
2769722339,20115,2025-03-09 06:01:04,2025-03-09 06:24:04,23.0,1.42,Significantly Delayed,Traffic
6783146922,21893,2024-08-12 08:57:57,2024-08-12 08:59:57,2.0,3.44,On Time,Traffic
8890419500,60259,2025-08-20 15:29:39,2025-08-20 15:39:39,10.0,2.41,Slightly Delayed,Traffic
5691693415,3940,2023-02-05 22:28:35,2023-02-05 22:31:35,3.0,3.31,On Time,Traffic
3838971153,39632,2023-08-15 01:45:23,2023-08-15 01:48:23,3.0,3.07,On Time,Traffic
980992503,37219,2025-03-11 15:23:38,2025-03-11 15:22:38,-1.0,1.29,On Time,
7117300221,33947,2024-10-11 00:25:26,2024-10-11 00:27:26,2.0,1.5,On Time,Traffic
6933971049,493,2023-02-18 07:03:27,2023-02-18 07:08:27,5.0,4.29,On Time,Traffic
8869039613,5208,2023-10-16 07:19:45,2023-10-16 07:15:45,-4.0,2.28,On Time,
4077477173,43920,2023-06-21 19:56:33,2023-06-21 19:55:33,-1.0,2.62,On Time,
2817423973,30040,2024-06-24 07:07:49,2024-06-24 07:22:49,15.0,4.48,Slightly Delayed,Traffic
7955112638,97370,2023-05-25 15:19:29,2023-05-25 15:34:29,15.0,4.31,Slightly Delayed,Traffic
