order_id,delivery_partner_id,promised_time,actual_time,delivery_time_minutes,distance_km,delivery_status,reasons_if_delayed
7617232490,20396,2025-10-18 05:02:52,2025-10-18 05:00:52,-2.0,4.0,On Time,
1276965544,98670,2024-12-17 03:22:49,2024-12-17 03:34:49,12.0,4.62,Slightly Delayed,Traffic
4516640761,38390,2025-10-19 02:01:57,2025-10-19 02:04:57,3.0,0.61,On Time,Traffic
6511387030,70828,2023-12-19 04:06:23,2023-12-19 04:35:23,29.0,3.73,Significantly Delayed,Traffic
2181170344,98339,2023-03-30 02:52:48,2023-03-30 02:51:48,-1.0,3.37,On Time,
4053593539,92969,2025-07-10 12:33:18,2025-07-10 12:46:18,13.0,3.05,Slightly Delayed,Traffic
5550783056,75271,2024-07-23 03:03:22,2024-07-23 03:05:22,2.0,4.42,On Time,Traffic
8253247187,78257,2024-05-02 06:19:12,2024-05-02 06:15:12,-4.0,1.54,On Time,
9471369897,348,2023-06-03 07:18:28,2023-06-03 07:21:28,3.0,1.13,On Time,Traffic
1805960522,27598,2023-08-07 06:36:32,2023-08-07 06:32:32,-4.0,1.79,On Time,
9784099099,5725,2025-07-06 14:24:57,2025-07-06 14:37:57,13.0,4.1,Slightly Delayed,Traffic
2462223713,92828,2024-07-23 20:02:15,2024-07-23 20:11:15,9.0,3.13,Slightly Delayed,Traffic
9552378210,58803,2025-05-03 00:43:16,2025-05-03 00:48:16,5.0,4.4,On Time,Traffic
4235469622,35766,2024-03-16 05:31:55,2024-03-16 05:31:55,0.0,3.02,On Time,
4047652846,94551,2024-01-12 20:28:11,2024-01-12 20:32:11,4.0,2.39,On Time,Traffic
7072837767,29698,2024-08-12 07:24:04,2024-08-12 07:21:04,-3.0,2.24,On Time,
7723842506,34555,2025-06-03 16:48:50,2025-06-03 16:45:50,-3.0,0.57,On Time,
9407510150,36268,2025-12-03 15:43:52,2025-12-03 15:52:52,9.0,3.85,Slightly Delayed,Traffic
9691358310,88399,2024-01-31 19:51:14,2024-01-31 20:04:14,13.0,3.38,Slightly Delayed,Traffic
5632463145,24327,2024-12-13 15:27:33,2024-12-13 15:28:33,1.0,0.97,On Time,Traffic
5609812355,89634,2023-12-13 11:06:02,2023-12-13 11:17:02,11.0,2.66,Slightly Delayed,Traffic
5512617090,47322,2025-08-15 21:56:04,2025-08-15 21:55:04,-1.0,0.65,On Time,
1135946844,66236,2023-01-16 10:05:53,2023-01-16 10:01:53,-4.0,0.72,On Time,
3490318709,47536,2025-10-27 13:17:00,2025-10-27 13:25:00,8.0,2.27,Slightly Delayed,Traffic
4240075397,85605,2024-09-11 14:29:18,2024-09-11 14:44:18,15.0,2.79,Slightly Delayed,Traffic
1165968701,3332,2024-05-02 20:50:43,2024-05-02 20:47:43,-3.0,1.29,On Time,
7371412416,73740,2023-11-11 02:19:17,2023-11-11 02:29:17,10.0,4.72,Slightly Delayed,Traffic
9123807667,22358,2025-08-25 07:20:57,2025-08-25 07:25:57,5.0,2.34,On Time,Traffic
1896814539,53484,2024-12-07 02:35:21,2024-12-07 02:31:21,-4.0,3.2,On Time,
5944542618,2217,2024-02-29 22:29:44,2024-02-29 22:38:44,9.0,0.56,Slightly Delayed,Traffic
7850220688,21263,2024-12-10 19:19:45,2024-12-10 19:17:45,-2.0,0.69,On Time,
2082445000,60147,2024-12-22 01:47:26,2024-12-22 01:52:26,5.0,1.74,On Time,Traffic
9872882754,14365,2023-10-24 16:36:41,2023-10-24 16:34:41,-2.0,2.7,On Time,
745905638,29973,2023-01-18 20:25:14,2023-01-18 20:33:14,8.0,2.95,Slightly Delayed,Traffic
6961931889,13890,2023-08-11 06:48:21,2023-08-11 06:50:21,2.0,1.4,On Time,Traffic
9327078167,97288,2024-05-02 18:15:38,2024-05-02 18:37:38,22.0,2.36,Significantly Delayed,Traffic
1523418247,74820,2024-02-16 14:08:44,2024-02-16 14:04:44,-4.0,1.54,On Time,
9738626576,64217,2025-12-07 11:41:32,2025-12-07 11:59:32,18.0,4.5,Significantly Delayed,Traffic
5398212395,46730,2023-12-18 16:31:28,2023-12-18 16:33:28,2.0,1.31,On Time,Traffic
7615247922,96161,2023-11-07 04:04:07,2023-11-07 04:06:07,2.0,3.77,On Time,Traffic
2713503655,81874,2025-08-13 12:11:25,2025-08-13 12:11:25,0.0,3.88,On Time,
1097883787,26057,2025-03-16 19:55:40,2025-03-16 19:57:40,2.0,3.26,On Time,Traffic
4112138992,3584,2023-03-24 09:36:17,2023-03-24 09:35:17,-1.0,3.29,On Time,
447958473,27165,2023-01-30 23:28:15,2023-01-30 23:27:15,-1.0,1.68,On Time,
4175462915,86085,2024-03-23 20:05:39,2024-03-23 20:15:39,10.0,3.25,Slightly Delayed,Traffic
570864840,43708,2023-01-24 00:36:22,2023-01-24 00:39:22,3.0,3.74,On Time,Traffic
3417233457,13427,2023-04-30 01:18:25,2023-04-30 01:21:25,3.0,1.84,On Time,Traffic
7606407623,37556,2024-12-23 14:49:38,2024-12-23 14:44:38,-5.0,3.19,On Time,
1820626922,2000,2023-11-06 04:39:11,2023-11-06 04:59:11,20.0,3.31,Significantly Delayed,Traffic
2207921264,97329,2025-02-24 08:56:42,2025-02-24 09:01:42,5.0,4.97,On Time,Traffic
3592351289,62587,2024-07-15 17:31:19,2024-07-15 17:26:19,-5.0,3.94,On Time,
641900260,59781,2023-09-10 13:34:00,2023-09-10 13:39:00,5.0,3.89,On Time,Traffic
5419088751,35144,2023-02-11 21:55:06,2023-02-11 22:00:06,5.0,4.08,On Time,Traffic
1518594702,99292,2024-10-02 11:05:55,2024-10-02 11:05:55,0.0,1.53,On Time,
2783792053,88354,2025-02-12 04:29:12,2025-02-12 04:24:12,-5.0,1.94,On Time,
4925575033,2652,2024-09-27 09:46:27,2024-09-27 09:58:27,12.0,1.92,Slightly Delayed,Traffic
6575138807,96829,2025-02-13 02:43:43,2025-02-13 02:45:43,2.0,4.29,On Time,Traffic
4952229084,35214,2024-11-06 09:09:32,2024-11-06 09:15:32,6.0,1.02,Slightly Delayed,Traffic
437600598,98068,2024-09-01 02:53:30,2024-09-01 03:12:30,19.0,0.67,Significantly Delayed,Traffic
4707698745,57135,2024-07-23 20:26:03,2024-07-23 20:53:03,27.0,1.7,Significantly Delayed,Traffic
1301505930,62541,2025-06-04 11:09:07,2025-06-04 11:04:07,-5.0,3.49,On Time,
5104032854,66152,2023-02-08 07:26:17,2023-02-08 07:35:17,9.0,4.99,Slightly Delayed,Traffic
1553903197,10100,2025-07-15 03:29:30,2025-07-15 03:28:30,-1.0,2.1,On Time,
6067180060,64703,2023-08-02 03:57:10,2023-08-02 03:52:10,-5.0,3.11,On Time,
6726948264,66801,2025-03-30 22:00:17,2025-03-30 21:56:17,-4.0,3.47,On Time,
6368796957,54955,2024-04-18 07:24:20,2024-04-18 07:22:20,-2.0,3.65,On Time,
3267646051,76529,2024-06-03 21:31:50,2024-06-03 21:34:50,3.0,1.82,On Time,Traffic
71353233,43624,2024-07-06 03:18:04,2024-07-06 03:27:04,9.0,1.2,Slightly Delayed,Traffic
1026950968,50964,2023-03-25 16:46:09,2023-03-25 17:08:09,22.0,2.68,Significantly Delayed,Traffic
4001539738,39469,2023-07-21 21:40:32,2023-07-21 21:36:32,-4.0,0.6,On Time,
1219123415,39076,2023-08-21 18:43:22,2023-08-21 18:46:22,3.0,0.86,On Time,Traffic
845198818,61686,2023-06-10 15:39:24,2023-06-10 15:38:24,-1.0,1.14,On Time,
5663322312,95700,2024-03-02 19:44:08,2024-03-02 19:47:08,3.0,1.61,On Time,Traffic
5157790449,67860,2025-09-20 16:04:55,2025-09-20 16:02:55,-2.0,2.75,On Time,
1153387229,87534,2025-01-07 06:46:48,2025-01-07 06:42:48,-4.0,3.62,On Time,
435387759,92647,2024-09-04 05:01:44,2024-09-04 05:05:44,4.0,3.61,On Time,Traffic
6140700888,85723,2023-06-02 10:05:06,2023-06-02 10:14:06,9.0,4.5,Slightly Delayed,Traffic
7219459629,253,2025-01-06 21:01:00,2025-01-06 21:11:00,10.0,1.63,Slightly Delayed,Traffic
5365909345,44599,2024-07-23 20:11:37,2024-07-23 20:12:37,1.0,1.01,On Time,Traffic
2035482537,31787,2024-10-12 05:26:53,2024-10-12 05:31:53,5.0,3.59,On Time,Traffic
5501115321,52271,2023-11-29 13:19:25,2023-11-29 13:27:25,8.0,3.69,Slightly Delayed,Traffic
8584031989,67636,2023-03-30 22:50:04,2023-03-30 23:07:04,17.0,2.09,Significantly Delayed,Traffic
6942195530,3585,2025-05-30 03:58:13,2025-05-30 03:59:13,1.0,2.83,On Time,Traffic
1229717658,41017,2023-03-13 17:15:50,2023-03-13 17:18:50,3.0,2.59,On Time,Traffic
2454526825,9796,2023-07-21 19:14:27,2023-07-21 19:15:27,1.0,0.84,On Time,Traffic
1038289745,9978,2024-07-31 05:47:30,2024-07-31 05:53:30,6.0,4.03,Slightly Delayed,Traffic
9894509061,86863,2024-02-17 09:26:48,2024-02-17 09:21:48,-5.0,2.19,On Time,
7862264964,12271,2024-06-03 13:22:41,2024-06-03 13:19:41,-3.0,3.01,On Time,
5208676589,96420,2025-06-19 12:03:07,2025-06-19 12:18:07,15.0,3.46,Slightly Delayed,Traffic
2372792805,93459,2024-07-30 16:16:38,2024-07-30 16:17:38,1.0,1.48,On Time,Traffic
8044547460,28020,2024-07-08 22:21:37,2024-07-08 22:46:37,25.0,2.72,Significantly Delayed,Traffic
127953348,45024,2023-03-14 10:46:55,2023-03-14 10:50:55,4.0,3.42,On Time,Traffic
5411595707,29804,2025-06-12 16:26:36,2025-06-12 16:44:36,18.0,4.99,Significantly Delayed,Traffic
8195236385,55495,2024-06-05 06:13:34,2024-06-05 06:37:34,24.0,2.84,Significantly Delayed,Traffic
51767168,44161,2025-02-26 13:23:54,2025-02-26 13:24:54,1.0,3.2,On Time,Traffic
3356039880,55584,2025-06-23 00:04:40,2025-06-22 23:59:40,-5.0,4.06,On Time,
820517276,4591,2023-07-27 05:39:31,2023-07-27 05:35:31,-4.0,2.63,On Time,
3354870757,50808,2024-05-16 13:50:15,2024-05-16 13:48:15,-2.0,2.11,On Time,
7879608372,93086,2025-07-02 03:36:53,2025-07-02 03:39:53,3.0,4.69,On Time,Traffic
7457856964,12482,2024-11-12 17:43:41,2024-11-12 17:46:41,3.0,4.46,On Time,Traffic
4574110283,33892,2023-09-23 06:49:35,2023-09-23 06:48:35,-1.0,2.65,On Time,
9708127307,47345,2024-10-07 09:48:41,2024-10-07 09:59:41,11.0,0.9,Slightly Delayed,Traffic
20275600,63215,2025-02-13 11:52:23,2025-02-13 11:48:23,-4.0,2.43,On Time,
4861187240,5668,2023-11-19 02:01:21,2023-11-19 02:14:21,13.0,1.2,Slightly Delayed,Traffic
8222216295,61286,2025-05-06 01:31:28,2025-05-06 01:46:28,15.0,2.76,Slightly Delayed,Traffic
4943487215,26536,2025-01-18 07:39:38,2025-01-18 07:42:38,3.0,3.86,On Time,Traffic
5526400598,77104,2023-05-16 14:35:07,2023-05-16 14:37:07,2.0,3.82,On Time,Traffic
3075742139,90287,2023-08-09 02:33:56,2023-08-09 02:29:56,-4.0,1.4,On Time,
8617047967,99968,2025-12-13 22:05:07,2025-12-13 22:04:07,-1.0,1.39,On Time,
1402451692,30214,2025-06-22 08:43:42,2025-06-22 08:43:42,0.0,3.37,On Time,
9008182969,51996,2023-07-08 08:29:32,2023-07-08 08:32:32,3.0,4.47,On Time,Traffic
6772606524,38,2024-10-12 16:00:25,2024-10-12 16:20:25,20.0,2.5,Significantly Delayed,Traffic
9434853266,32827,2025-12-21 23:37:32,2025-12-21 23:36:32,-1.0,0.6,On Time,
9610474714,98860,2024-08-03 07:35:24,2024-08-03 07:40:24,5.0,1.59,On Time,Traffic
361071213,92811,2023-03-14 18:43:09,2023-03-14 19:05:09,22.0,2.4,Significantly Delayed,Traffic
3388858388,86031,2024-02-16 12:20:03,2024-02-16 12:20:03,0.0,0.7,On Time,
5776883920,66242,2024-01-26 22:26:40,2024-01-26 22:25:40,-1.0,1.72,On Time,
5053179468,9844,2023-02-22 12:20:59,2023-02-22 12:29:59,9.0,2.86,Slightly Delayed,Traffic
5014622006,79951,2025-01-20 23:07:17,2025-01-20 23:32:17,25.0,1.92,Significantly Delayed,Traffic
1600163907,89793,2023-07-15 11:52:30,2023-07-15 12:04:30,12.0,2.72,Slightly Delayed,Traffic
6808881597,38832,2025-12-23 14:37:53,2025-12-23 14:36:53,-1.0,2.77,On Time,
1347066782,53694,2023-10-23 12:14:52,2023-10-23 12:29:52,15.0,1.9,Slightly Delayed,Traffic
94107130,13989,2024-04-10 09:21:58,2024-04-10 09:22:58,1.0,1.32,On Time,Traffic
9828431505,5266,2024-07-06 04:29:49,2024-07-06 04:31:49,2.0,4.69,On Time,Traffic
6250330118,50500,2025-06-12 14:33:44,2025-06-12 14:39:44,6.0,0.82,Slightly Delayed,Traffic
1993338119,36970,2023-07-24 08:49:14,2023-07-24 08:46:14,-3.0,1.86,On Time,
2297985504,78415,2024-04-02 04:03:27,2024-04-02 04:05:27,2.0,1.56,On Time,Traffic
4596613736,95642,2023-10-29 06:55:56,2023-10-29 06:50:56,-5.0,2.22,On Time,
5261916435,22051,2025-08-21 03:52:17,2025-08-21 03:53:17,1.0,3.85,On Time,Traffic
4682676731,18898,2024-10-19 04:05:55,2024-10-19 04:00:55,-5.0,4.31,On Time,
5233610328,69656,2025-09-08 18:47:15,2025-09-08 18:55:15,8.0,0.61,Slightly Delayed,Traffic
9122561763,77046,2024-01-05 07:23:42,2024-01-05 07:51:42,28.0,2.71,Significantly Delayed,Traffic
5623611338,33905,2024-08-31 01:44:56,2024-08-31 01:47:56,3.0,2.43,On Time,Traffic
1731531302,40285,2025-04-25 07:49:18,2025-04-25 08:08:18,19.0,3.78,Significantly Delayed,Traffic
225885841,12916,2023-08-22 09:21:35,2023-08-22 09:28:35,7.0,4.83,Slightly Delayed,Traffic
7288876192,62463,2025-06-25 18:31:03,2025-06-25 18:39:03,8.0,2.9,Slightly Delayed,Traffic
9787779505,30563,2023-06-08 03:39:04,2023-06-08 03:37:04,-2.0,4.22,On Time,
8722555093,23262,2023-08-18 23:10:27,2023-08-18 23:11:27,1.0,2.65,On Time,Traffic
4569571290,27612,2025-12-22 16:30:47,2025-12-22 16:34:47,4.0,3.55,On Time,Traffic
7937876732,43755,2023-02-15 13:17:31,2023-02-15 13:23:31,6.0,0.68,Slightly Delayed,Traffic
8116628925,87580,2025-02-08 03:47:54,2025-02-08 03:46:54,-1.0,3.45,On Time,
1735206329,24213,2025-08-05 10:18:48,2025-08-05 10:16:48,-2.0,4.73,On Time,
2867170490,7959,2024-01-07 07:45:22,2024-01-07 07:49:22,4.0,3.77,On Time,Traffic
6462127297,19559,2023-08-02 21:52:31,2023-08-02 22:00:31,8.0,2.17,Slightly Delayed,Traffic
7055825450,72293,2023-01-16 19:45:44,2023-01-16 19:48:44,3.0,3.93,On Time,Traffic
8097332712,26223,2024-04-25 18:42:35,2024-04-25 18:47:35,5.0,1.42,On Time,Traffic
3508625020,62144,2023-11-12 08:08:12,2023-11-12 08:12:12,4.0,2.74,On Time,Traffic
7597733013,49431,2025-03-31 22:19:43,2025-03-31 22:15:43,-4.0,4.86,On Time,
9171917490,99868,2025-02-22 10:42:10,2025-02-22 10:39:10,-3.0,3.08,On Time,
7655933653,19398,2024-03-11 22:54:49,2024-03-11 23:01:49,7.0,3.95,Slightly Delayed,Traffic
9550814599,65851,2025-06-29 01:16:44,2025-06-29 01:37:44,21.0,4.3,Significantly Delayed,Traffic
9617733776,6155,2025-08-10 14:17:51,2025-08-10 14:17:51,0.0,1.36,On Time,
13645072,7904,2023-02-24 19:40:10,2023-02-24 19:40:10,0.0,3.31,On Time,
319292208,68109,2025-09-08 10:45:37,2025-09-08 10:40:37,-5.0,3.33,On Time,
2426259285,39152,2023-07-14 00:09:29,2023-07-14 00:27:29,18.0,2.96,Significantly Delayed,Traffic
961117297,76449,2023-06-16 16:35:30,2023-06-16 16:36:30,1.0,1.32,On Time,Traffic
7053795858,5529,2024-10-05 06:12:45,2024-10-05 06:08:45,-4.0,4.81,On Time,
8231639935,94838,2024-09-19 15:18:55,2024-09-19 15:28:55,10.0,1.46,Slightly Delayed,Traffic
8908183797,4372,2024-01-11 23:00:49,2024-01-11 23:08:49,8.0,0.72,Slightly Delayed,Traffic
2690310013,57554,2024-06-20 16:27:49,2024-06-20 16:30:49,3.0,2.05,On Time,Traffic
3986622687,47856,2025-02-22 18:30:08,2025-02-22 18:33:08,3.0,3.98,On Time,Traffic
5851120650,16392,2024-01-30 04:29:41,2024-01-30 04:45:41,16.0,2.69,Significantly Delayed,Traffic
1764878772,6712,2025-03-11 20:22:04,2025-03-11 20:26:04,4.0,3.55,On Time,Traffic
86740394,78837,2025-12-11 21:07:26,2025-12-11 21:09:26,2.0,4.85,On Time,Traffic
8321866666,61982,2025-11-07 19:09:45,2025-11-07 19:25:45,16.0,1.33,Significantly Delayed,Traffic
3633729333,81803,2023-11-19 08:11:22,2023-11-19 08:11:22,0.0,0.65,On Time,
5970285552,44749,2023-02-09 07:23:16,2023-02-09 07:26:16,3.0,4.0,On Time,Traffic
8142982090,10264,2023-05-07 06:28:12,2023-05-07 06:32:12,4.0,4.41,On Time,Traffic
3352821012,83446,2025-12-16 04:55:10,2025-12-16 04:57:10,2.0,0.78,On Time,Traffic
8802901813,75625,2024-01-15 16:50:56,2024-01-15 17:10:56,20.0,1.75,Significantly Delayed,Traffic
2188459089,56710,2023-07-24 12:29:31,2023-07-24 12:33:31,4.0,1.48,On Time,Traffic
8541622141,76129,2024-11-01 15:28:36,2024-11-01 15:57:36,29.0,4.37,Significantly Delayed,Traffic
2014875376,23540,2024-06-25 15:34:52,2024-06-25 15:32:52,-2.0,0.65,On Time,
530926346,95661,2024-04-09 01:46:20,2024-04-09 02:04:20,18.0,2.83,Significantly Delayed,Traffic
5943639702,69503,2023-03-08 04:05:35,2023-03-08 04:13:35,8.0,0.62,Slightly Delayed,Traffic
1922956500,34791,2025-03-13 19:31:59,2025-03-13 19:28:59,-3.0,2.64,On Time,
7311104472,67243,2024-06-11 19:53:10,2024-06-11 20:19:10,26.0,1.92,Significantly Delayed,Traffic
3693734554,59097,2024-07-01 00:47:42,2024-07-01 01:15:42,28.0,0.62,Significantly Delayed,Traffic
9296979252,56136,2023-07-14 21:43:08,2023-07-14 21:47:08,4.0,2.38,On Time,Traffic
3548526597,22173,2023-08-23 10:25:33,2023-08-23 10:24:33,-1.0,4.71,On Time,
4400544449,50089,2025-07-09 10:00:35,2025-07-09 10:08:35,8.0,4.17,Slightly Delayed,Traffic
3654534982,27762,2023-07-26 06:52:37,2023-07-26 07:14:37,22.0,4.42,Significantly Delayed,Traffic
7302242689,73851,2024-12-09 04:09:16,2024-12-09 04:26:16,17.0,1.85,Significantly Delayed,Traffic
8045972844,67490,2024-10-16 05:02:55,2024-10-16 05:20:55,18.0,3.25,Significantly Delayed,Traffic
8056717611,56451,2024-12-24 11:39:01,2024-12-24 11:36:01,-3.0,1.66,On Time,
3510329057,32863,2023-01-03 22:42:55,2023-01-03 22:48:55,6.0,4.7,Slightly Delayed,Traffic
6678956399,65624,2024-11-26 07:04:41,2024-11-26 07:09:41,5.0,2.39,On Time,Traffic
8318317710,30930,2023-12-20 03:31:10,2023-12-20 03:27:10,-4.0,1.54,On Time,
5698208569,14854,2023-12-16 13:15:09,2023-12-16 13:32:09,17.0,2.26,Significantly Delayed,Traffic
7726090540,7041,2025-07-16 20:09:15,2025-07-16 20:08:15,-1.0,2.09,On Time,
221419292,77371,2025-03-28 20:09:47,2025-03-28 20:13:47,4.0,1.47,On Time,Traffic
8225674203,36935,2025-07-15 11:34:20,2025-07-15 11:52:20,18.0,1.57,Significantly Delayed,Traffic
3647758633,71482,2024-10-10 15:11:01,2024-10-10 15:08:01,-3.0,2.83,On Time,
8536217803,11289,2023-02-19 14:56:02,2023-02-19 14:59:02,3.0,3.26,On Time,Traffic
5125498148,74402,2024-12-08 02:15:25,2024-12-08 02:21:25,6.0,3.21,Slightly Delayed,Traffic
5472800956,49438,2025-03-25 07:44:01,2025-03-25 07:43:01,-1.0,3.42,On Time,
7134213630,97765,2025-05-02 09:18:27,2025-05-02 09:14:27,-4.0,2.43,On Time,
1520142700,88434,2025-02-27 23:40:53,2025-02-27 23:38:53,-2.0,3.55,On Time,
8265503413,90845,2024-05-28 13:46:51,2024-05-28 14:00:51,14.0,4.84,Slightly Delayed,Traffic
4252989153,277,2024-10-04 17:31:16,2024-10-04 17:32:16,1.0,4.2,On Time,Traffic
2490783915,39728,2024-04-09 02:46:47,2024-04-09 02:45:47,-1.0,0.61,On Time,
6323669935,88293,2025-03-23 20:50:57,2025-03-23 20:46:57,-4.0,2.17,On Time,
6944993359,23167,2024-10-31 23:59:52,2024-10-31 23:55:52,-4.0,0.51,On Time,
8187763852,29408,2024-06-22 09:31:27,2024-06-22 09:33:27,2.0,4.95,On Time,Traffic
6328921823,93980,2024-09-18 20:22:15,2024-09-18 20:33:15,11.0,4.86,Slightly Delayed,Traffic
9051489316,22288,2023-02-06 15:26:05,2023-02-06 15:53:05,27.0,4.54,Significantly Delayed,Traffic
231072491,75397,2024-01-03 02:36:56,2024-01-03 02:36:56,0.0,1.7,On Time,
8593088960,36194,2024-10-14 07:04:34,2024-10-14 07:02:34,-2.0,2.23,On Time,
2961630058,37456,2025-07-27 04:34:34,2025-07-27 04:46:34,12.0,1.6,Slightly Delayed,Traffic
